work_group_id	history_group_id	review_path	source_anchor	thread_count	review_source_count	available_review_source_count	unavailable_review_source_count	unchanged_review_source_count	changed_review_source_count	merged_anchor_count	current_path_state	path_change_candidate_count	path_change_candidates	single_change_candidate	validation_gate	history_state	next_action
work-r3v-physical-device-c-r3v-hybrid-compute-enabled-void-9458755a9117	history-changed-since-review-warning-clean-driver-build-and-focused-test-548960ae9cd3	src/amd/r300/vulkan/r3v_physical_device.c	r3v hybrid compute enabled void	1	1	1	0	0	1	1	present	20	57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;8077376b79a29299a39b37c6178b7a064a9abf29;24e9863bb0a297de10298b8de7a33e6cfcbbd986;e50678009138c99f30b83aea23ae083213b8a58c;41d774592cb536a8f74e5247c9a9a855725b397e;a988c2cf707f0190580ac4099b70670084905be3;b6df2f8ef84dda8b2c505b389e50e3faadada672;a015140709531fdfbb364921ce32e9c3fa56c14c;23809ecb8d46f6153311d7cfa4419b0c57e88a75;a3d731fddaf773e547e3a057a93394025833e651;8e1387b5c97e329dd7b12f9937d691611c40f63e;e68f40792d4bbdcc1961cae439a8b0264c25c9ce;d2b2d888ed784999a7c90886228532021b52d268;13683abd6ad3fcbf0d052d1a63b24793b59211fa;1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8;ebc8348c2ec8951c28056c17b036a365856cd12a;bd7fcf75397e409a3d1e15e595e940d6411dffc3;93ff2e17aeca881926adb92dc6493bb34018be2a;5453c84376b798dd7cc68a5f65defc68037c4b15;3bfafd1e35a20b7024389b1ae47af94d979e27fd		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-vk-physical-device-features-gen-py-def-condition-self-physical-ce2951e59c7b	history-unchanged-since-review-python-test-black-and-ruff-43c6875221d9	src/vulkan/util/vk_physical_device_features_gen.py	def condition self physical dev	3	1	1	0	1	0	1	present	0			python-test-black-and-ruff	unchanged-since-review	compare-current-code-with-review-claim
work-r3v-identity-map-c-r3v-const-fill-dispatch-replay-struct-09476c60a722	history-current-path-missing-warning-clean-driver-build-and-focused-test-ca6057482616	src/amd/r300/vulkan/r3v_identity_map.c	r3v const fill dispatch replay struct r3v device device	3	1	1	0	0	0	1	missing	0			warning-clean-driver-build-and-focused-test	current-path-missing	locate-replacement-or-prove-supersession
work-r3v-queue-c-r3v-replay-dispatch-struct-r3v-device-device-bb0c1d8647e5	history-current-path-missing-warning-clean-driver-build-and-focused-test-ca6057482616	src/amd/r300/vulkan/r3v_queue.c	r3v replay dispatch struct r3v device device	1	1	1	0	0	0	1	missing	0			warning-clean-driver-build-and-focused-test	current-path-missing	locate-replacement-or-prove-supersession
work-r300-common-boundary-audit-py-original-line-28-c66244332c63	history-changed-since-review-python-test-black-and-ruff-122d2afa91bc	src/amd/r300/common/tests/r300_common_boundary_audit.py	original line 28	1	1	1	0	0	1	1	present	3	57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;6c32b4e315c631480f42c9540fd36ec64b0f18e5;23809ecb8d46f6153311d7cfa4419b0c57e88a75		python-test-black-and-ruff	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-common-boundary-audit-py-original-line-67-71807bec458c	history-changed-since-review-python-test-black-and-ruff-122d2afa91bc	src/amd/r300/common/tests/r300_common_boundary_audit.py	original line 67	1	1	1	0	0	1	1	present	3	57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;6c32b4e315c631480f42c9540fd36ec64b0f18e5;23809ecb8d46f6153311d7cfa4419b0c57e88a75		python-test-black-and-ruff	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-common-boundary-known-bad-object-c-original-line-8-bea2dbe3e603	history-changed-since-review-warning-clean-driver-build-and-focused-test-d49c0d8a684c	src/amd/r300/common/tests/fixtures/r300_common_boundary_known_bad_object.c	original line 8	1	1	1	0	0	1	1	present	1	367a218ff2b765194bd18d30ab84c41078341404	367a218ff2b765194bd18d30ab84c41078341404	warning-clean-driver-build-and-focused-test	changed-since-review	verify-single-path-change-against-review-claims
work-r300-common-consumer-census-py-original-line-119-3d25326bbd82	history-changed-since-review-python-test-black-and-ruff-94f2bc913084	src/amd/r300/common/tests/r300_common_consumer_census.py	original line 119	1	1	1	0	0	1	1	present	4	cb4a85347364abcb36e517adb26ea36fe43e84b4;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698		python-test-black-and-ruff	changed-since-review	inspect-path-change-sequence-against-review-claims
work-readme-md-original-line-8-0f7910eed4ac	history-changed-since-review-documentation-symbol-and-link-check-cfc3bd559e00	src/amd/r300/common/README.md	original line 8	1	1	1	0	0	1	1	present	15	cb4a85347364abcb36e517adb26ea36fe43e84b4;0cadf1840f5ad4294bda8890310918d74592cb00;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;6594b309ef5ccb3945196308926ce1a2aa893e94;8b62d329392fe3f1100198f88bb6f9ea43ecb61f;9e834dbc3131e3998158efb3a8a7815e1622fce1;99e93170475b3f8ff2dee9784c5a0149f503108e;ac11072b3279364cb257784f8129c9aa4fa3df39;a13d0fb460ac82417fa4a75997014e175752277e;1e7e3d827ac558d04790ca4d6ec5500d6556c974;ffee75be0646f5b9f4dab7abfd84e8746678028f;b07680fb71b43cbb214cfc737d798fc4c5df1fd7;275a5279249d527c349f4dfdd4f93cf66e6123eb;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698		documentation-symbol-and-link-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-meson-build-if-with-tests-0d695476f279	history-changed-since-review-configure-build-and-artifact-check-014af1883c5c	src/amd/r300/vulkan/meson.build	if with tests	7	5	5	0	0	5	5	present	92	cde81528e7a80308a3fa1932924503d9410ab8a4;9ebc57897138fd5c4b6ab087a21452da1caf7a56;5a892d595928bdae0378d0f6562de020d02373e6;676da21429d31d76dbadd7a56ed9421708d944c3;79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e;c17c780ed1a26ee723e12a31b1f4bdd83dec8141;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;8077376b79a29299a39b37c6178b7a064a9abf29;cf515799baad6cc3d9a607bafca9116513e950fc;2fbcf6fb2853932c290283d609f8afea05107ff3;c1c76da5053cb35655bd2c46a95fe027fb255e60;e50678009138c99f30b83aea23ae083213b8a58c;6594b309ef5ccb3945196308926ce1a2aa893e94;7fc0c23a20f73941a8bb42ff5bca657873683811;c096215370bdb9dd72176529c0975c271596d5a6;8b21d8a360d5de38a7423a4c118e9c1f0fb8c224;01cce6697e2122401327f7dbc7d873adb7b0a897;4eb06a49be58551844a93a51de5639cf64f3558a;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;99e93170475b3f8ff2dee9784c5a0149f503108e;d02bda1a06e35e35f08127a42ace08a0052e6351;0bb1427b518fc30fd6383d39cfe7485beb1b273b;ac11072b3279364cb257784f8129c9aa4fa3df39;981dd80e8b679a8d6ba06b532d8ce1aecbb7a653;4f1be7053f69ed3abe31df485fe857f25b6734c8;966ab4bfce7b70d429f659d57c4e91c64a70f7b8;1ad514dc9e39a5ce3e6373bc35fc84c5c95dbb0c;a988c2cf707f0190580ac4099b70670084905be3;812cf7df40581a3ccb779baf92fe18a83a552220;b07680fb71b43cbb214cfc737d798fc4c5df1fd7;57989aff3eeececef2a9e6fbbcc46aecd26bc4b0;22eb45284fb9bfb21a21ae2b49e5e56029f047ba;22cd17ed39d198e587fd5b4d7c94619fcdbcb707;ca164de881b81c1338ca63091bc50aa43c6c99f8;2e18300a2b42035a97b5fd350656b99cb9dbd7e0;9dc8b06c19483b20dccaa9d455ca30d77be42b3c;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e;88ce4466f7a042a93cb70866208c901bf86433c3;7d847324637a0c3fdb998778fe6ab0b5242107ee;4653e691f1692ad7c7e37835316e6cf7d82fc7bc;baf48620c79c19566965936e10cb66c5c1419cf5;225cea235e853f762377956a6329f5e8ab1661b3;7f7feec24572361f74134376433c0ba63f6219c2;e68f40792d4bbdcc1961cae439a8b0264c25c9ce;4b11002d5b38f01f6477a2878352caea8cd28ac7;13683abd6ad3fcbf0d052d1a63b24793b59211fa;26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf;1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a;00e3c5dd25deb8545a531a6725b0d76c50156e1c;59b77649a80ee880f84ba6a5301467c8cc2c0438;710d7e3c12b5e6eecd6a9356de5295618b201d1d;9f65f5f61e53a9ca26b082e1b27222c374cd28da;300a75557165c988818944e1fef1157d847406bc;7d380acb9b92d0de445217a4c35eb53cccc03901;2cb307652cc8b14e61abd9fd3d71ff5e935c5eae;bd7fcf75397e409a3d1e15e595e940d6411dffc3;13cc6f08740b4a4086d2fd1119c5cbcee86e3dbe;5453c84376b798dd7cc68a5f65defc68037c4b15;13701e615400edf1e437c61df559419793a3088f;84cf229c0d6e290d4a5694efa957454bc04b22c9;c6f998b2c5c8a4e04c6bfd515c88cc88b42a4ffd;99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc;15e794e1b6218b8fe59b7e9577a07d2b0a38aa99;74e17e547d51997ffb074a92b1f74bef56c702a0;a62e4497766aff089ee68b72c96c0721935b3290;6d7b0b5c0c5292f9b8563651b0351f714353e630;be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b;451d77f250a30cb4c968c8474b0ffaa1a8f1b123;eae1df80d9c7db3162ed27614fc74de2325ad665;5f2615641abebc5f1631fb02285d20a93808cbfb;682648a30f9fe5db7f18772bd953af2e44099437;393cb870255352a00fc9859f2d6624e3f10b2b87;0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;c5cc11945f60ddc34a1011b1bde47762a33887ab;64fa102e611a869ea31d47a31fdf72ad84f28711;a4c39ca2b71127b4a9ffe6a3e524428977fc7c61;8e4c01d4aaf5dbfe222d2bd3763b7ca906eb129c;7dd3f6fbb379de20d3c2c7d983d24523acfdbd84;af766adab77452239b29918eb26f033c0f00b313;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;4337fab9b7e51ae23d0c1db75c0c107ec1a20f29;c3f310b429a8061a7eda94441b306c7b999d5ebc;10f9e2fa66fd28b97638124d55113218da2a57d5;51e2926b7cd2deabb3dfc6c09e9e3310abca4159;2232b3ab7b2baef2666bd3f5bf23193e0af2f86e;ae2e0183f6953f872bb04b6b929b374b6f8ac1ae		configure-build-and-artifact-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-gallium-ownership-disposition-py-original-line-224-cfd7e61ffee3	history-current-path-missing-python-test-black-and-ruff-ee04c84d33d6	src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py	original line 224	1	1	1	0	0	0	1	missing	0			python-test-black-and-ruff	current-path-missing	locate-replacement-or-prove-supersession
work-r3v-gallium-ownership-disposition-py-original-line-369-da7704d31223	history-current-path-missing-python-test-black-and-ruff-ee04c84d33d6	src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py	original line 369	1	1	1	0	0	0	1	missing	0			python-test-black-and-ruff	current-path-missing	locate-replacement-or-prove-supersession
work-r3v-native-burst-cell-harness-c-struct-burst-leg-0708f4f187e0	history-unchanged-since-review-warning-clean-driver-build-and-focused-test-386e4ec442e6	src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c	struct burst leg	1	1	1	0	1	0	1	present	0			warning-clean-driver-build-and-focused-test	unchanged-since-review	compare-current-code-with-review-claim
work-readme-md-in-particular-ca665b7b1344	history-changed-since-review-documentation-symbol-and-link-check-fd443595802a	src/amd/r300/vulkan/README.md	in particular	1	1	1	0	0	1	1	present	36	5a892d595928bdae0378d0f6562de020d02373e6;676da21429d31d76dbadd7a56ed9421708d944c3;79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;8077376b79a29299a39b37c6178b7a064a9abf29;91836a959f1cfda67e5c78a812bc0d90d0a03e90;6594b309ef5ccb3945196308926ce1a2aa893e94;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;9e834dbc3131e3998158efb3a8a7815e1622fce1;99e93170475b3f8ff2dee9784c5a0149f503108e;9dc8b06c19483b20dccaa9d455ca30d77be42b3c;8e1387b5c97e329dd7b12f9937d691611c40f63e;88ce4466f7a042a93cb70866208c901bf86433c3;4653e691f1692ad7c7e37835316e6cf7d82fc7bc;225cea235e853f762377956a6329f5e8ab1661b3;7f7feec24572361f74134376433c0ba63f6219c2;4b11002d5b38f01f6477a2878352caea8cd28ac7;26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf;28d2e439d133914edccaa861df6ddaff6bcc1c71;c9d5859cab6f6ca834d731a062b23dfd770da496;00e3c5dd25deb8545a531a6725b0d76c50156e1c;59b77649a80ee880f84ba6a5301467c8cc2c0438;1a5c07ce10d5efc8592101374468c787899d084b;c5861da177d780bb8cf254b0d2777771b1e9c73b;81526f6ae547d3c0d6e7cb30aa26c2215af42e19;e16bfb045fd1ae8096ede8e4af76356ac7f3157e;4420389af742cd6354dceac2584fd4fd8ad74ec8;292c0318de096554d204725077710d177a3196f2;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;4337fab9b7e51ae23d0c1db75c0c107ec1a20f29;c3f310b429a8061a7eda94441b306c7b999d5ebc		documentation-symbol-and-link-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-vertex-job-nir-c-r300-vertex-job-spirv-to-4357e0030c4e	history-changed-since-review-warning-clean-driver-build-and-focused-test-da56bf7329fb	src/amd/r300/compiler/r300_vertex_job_nir.c	r300 vertex job spirv to nir const uint32 t words size t word count	1	1	1	0	0	1	1	present	1	41d774592cb536a8f74e5247c9a9a855725b397e	41d774592cb536a8f74e5247c9a9a855725b397e	warning-clean-driver-build-and-focused-test	changed-since-review	verify-single-path-change-against-review-claims
work-r3v-native-descriptor-test-c-original-line-268-60abce9b7060	history-changed-since-review-warning-clean-driver-build-and-focused-test-2a12dfd3174d	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 268	1	1	1	0	0	1	1	present	3	9a264e890516b55dedf0be15e63febe56a5c9224;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-descriptor-test-c-original-line-356-959cc9e3f3d8	history-changed-since-review-warning-clean-driver-build-and-focused-test-2a12dfd3174d	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 356	1	1	1	0	0	1	1	present	3	9a264e890516b55dedf0be15e63febe56a5c9224;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-descriptor-test-c-original-line-375-3161df917648	history-changed-since-review-warning-clean-driver-build-and-focused-test-2a12dfd3174d	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 375	1	1	1	0	0	1	1	present	3	9a264e890516b55dedf0be15e63febe56a5c9224;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-descriptor-test-c-original-line-513-5d430b95f01e	history-changed-since-review-warning-clean-driver-build-and-focused-test-2a12dfd3174d	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 513	1	1	1	0	0	1	1	present	3	9a264e890516b55dedf0be15e63febe56a5c9224;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-descriptor-test-c-original-line-8-6b039b02d892	history-changed-since-review-warning-clean-driver-build-and-focused-test-2a12dfd3174d	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 8	1	1	1	0	0	1	1	present	3	9a264e890516b55dedf0be15e63febe56a5c9224;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-meson-build-if-with-tests-71b7dca6bbb7	history-changed-since-review-configure-build-and-artifact-check-7b499e80e472	src/gallium/drivers/r300/meson.build	if with tests	1	1	1	0	0	1	1	present	9	79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e;9376af93bbcc443f0d76f6ef0e15c925a8c768ec;5a2ef1ef3ab5a26292f24533787efd9dd00026e0;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;72303663292b3a2a1d86ce8601dfc501acbf9d73;ffee75be0646f5b9f4dab7abfd84e8746678028f;275a5279249d527c349f4dfdd4f93cf66e6123eb;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698		configure-build-and-artifact-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-r2vb-typed-route-oracle-test-c-original-line-15-69cedd691702	history-changed-since-review-warning-clean-driver-build-and-focused-test-cae69118c108	src/gallium/drivers/r300/tests/r300_r2vb_typed_route_oracle_test.c	original line 15	1	1	1	0	0	1	1	present	1	79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e	79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e	warning-clean-driver-build-and-focused-test	changed-since-review	verify-single-path-change-against-review-claims
work-r300-r2vb-typed-route-oracle-test-c-original-line-25-98904491ae8e	history-changed-since-review-warning-clean-driver-build-and-focused-test-cae69118c108	src/gallium/drivers/r300/tests/r300_r2vb_typed_route_oracle_test.c	original line 25	1	1	1	0	0	1	1	present	1	79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e	79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e	warning-clean-driver-build-and-focused-test	changed-since-review	verify-single-path-change-against-review-claims
work-r300-typed-carry-reference-check-py-original-line-78-38c20705741e	history-unchanged-since-review-python-test-black-and-ruff-43c6875221d9	src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py	original line 78	1	1	1	0	1	0	1	present	0			python-test-black-and-ruff	unchanged-since-review	compare-current-code-with-review-claim
work-r300-typed-carry-reference-check-py-original-line-97-4e5214c49c2b	history-unchanged-since-review-python-test-black-and-ruff-43c6875221d9	src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py	original line 97	1	1	1	0	1	0	1	present	0			python-test-black-and-ruff	unchanged-since-review	compare-current-code-with-review-claim
work-r300-typed-carry-reference-sha256-original-line-7-b412b6377dd1	history-unchanged-since-review-repository-native-focused-check-1a8e66ee9c0c	src/gallium/drivers/r300/tests/typed_carry_corpus/r300_typed_carry_reference.sha256	original line 7	1	1	1	0	1	0	1	present	0			repository-native-focused-check	unchanged-since-review	compare-current-code-with-review-claim
work-r300-vertex-front-end-parity-manifest-original-line-1-697a7b4c2e43	history-changed-since-review-repository-native-focused-check-32003a1b377e	src/amd/r300/compiler/tests/r300_vertex_front_end_parity.manifest	original line 1	1	1	1	0	0	1	1	present	3	41d774592cb536a8f74e5247c9a9a855725b397e;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698		repository-native-focused-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-vertex-front-end-parity-test-c-static-void-test-72006ada2107	history-changed-since-review-warning-clean-driver-build-and-focused-test-3c1344ec5691	src/amd/r300/compiler/tests/r300_vertex_front_end_parity_test.c	static void test front end parity void	1	1	1	0	0	1	1	present	4	4c66f695592786d3fe1b7f7b1aaad1a6b8b78f8f;41d774592cb536a8f74e5247c9a9a855725b397e;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-meson-options-option-cf4f4737a530	history-changed-since-review-repository-native-focused-check-94cf638b60f6	meson.options	option	1	1	1	0	0	1	1	present	1	8077376b79a29299a39b37c6178b7a064a9abf29	8077376b79a29299a39b37c6178b7a064a9abf29	repository-native-focused-check	changed-since-review	verify-single-path-change-against-review-claims
work-3-r300-full-debug-optimized-x86-64v1-clang22-distcc-cache-e11f7468afe9	history-changed-since-review-configure-build-and-artifact-check-6e366a5d2e29	build-infra/configs/3_r300_full_debug_optimized_x86_64v1-clang22-distcc-cache.meson	platforms x11 wayland	1	1	1	0	0	1	1	present	1	8077376b79a29299a39b37c6178b7a064a9abf29	8077376b79a29299a39b37c6178b7a064a9abf29	configure-build-and-artifact-check	changed-since-review	verify-single-path-change-against-review-claims
work-r3v-dp4-fs-nir-c-original-line-54-4347a71260e5	history-current-path-missing-warning-clean-driver-build-and-focused-test-ca6057482616	src/amd/r300/vulkan/r3v_dp4_fs_nir.c	original line 54	1	1	0	1	0	0	1	missing	0			warning-clean-driver-build-and-focused-test	current-path-missing	locate-replacement-or-prove-supersession
work-r3v-qualification-inventory-py-original-line-206-f8a335e9bde5	history-changed-since-review-python-test-black-and-ruff-4046bb3694bf	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 206	1	1	1	0	0	1	1	present	33	8077376b79a29299a39b37c6178b7a064a9abf29;cf515799baad6cc3d9a607bafca9116513e950fc;2fbcf6fb2853932c290283d609f8afea05107ff3;c1c76da5053cb35655bd2c46a95fe027fb255e60;e50678009138c99f30b83aea23ae083213b8a58c;6594b309ef5ccb3945196308926ce1a2aa893e94;7fc0c23a20f73941a8bb42ff5bca657873683811;c096215370bdb9dd72176529c0975c271596d5a6;01cce6697e2122401327f7dbc7d873adb7b0a897;4eb06a49be58551844a93a51de5639cf64f3558a;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;9e834dbc3131e3998158efb3a8a7815e1622fce1;99e93170475b3f8ff2dee9784c5a0149f503108e;d02bda1a06e35e35f08127a42ace08a0052e6351;0bb1427b518fc30fd6383d39cfe7485beb1b273b;a13d0fb460ac82417fa4a75997014e175752277e;1e7e3d827ac558d04790ca4d6ec5500d6556c974;966ab4bfce7b70d429f659d57c4e91c64a70f7b8;1ad514dc9e39a5ce3e6373bc35fc84c5c95dbb0c;a988c2cf707f0190580ac4099b70670084905be3;812cf7df40581a3ccb779baf92fe18a83a552220;4420389af742cd6354dceac2584fd4fd8ad74ec8;292c0318de096554d204725077710d177a3196f2;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;4337fab9b7e51ae23d0c1db75c0c107ec1a20f29;c3f310b429a8061a7eda94441b306c7b999d5ebc;10f9e2fa66fd28b97638124d55113218da2a57d5;51e2926b7cd2deabb3dfc6c09e9e3310abca4159		python-test-black-and-ruff	changed-since-review	inspect-path-change-sequence-against-review-claims
work-readme-md-rs480-family-integrated-graphics-processors-33f187f923d6	history-changed-since-review-documentation-symbol-and-link-check-9cfaad8d8629	src/amd/r300/vulkan/README.md	rs480 family integrated graphics processors	1	1	1	0	0	1	1	present	32	8077376b79a29299a39b37c6178b7a064a9abf29;91836a959f1cfda67e5c78a812bc0d90d0a03e90;6594b309ef5ccb3945196308926ce1a2aa893e94;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;9e834dbc3131e3998158efb3a8a7815e1622fce1;99e93170475b3f8ff2dee9784c5a0149f503108e;9dc8b06c19483b20dccaa9d455ca30d77be42b3c;8e1387b5c97e329dd7b12f9937d691611c40f63e;88ce4466f7a042a93cb70866208c901bf86433c3;4653e691f1692ad7c7e37835316e6cf7d82fc7bc;225cea235e853f762377956a6329f5e8ab1661b3;7f7feec24572361f74134376433c0ba63f6219c2;4b11002d5b38f01f6477a2878352caea8cd28ac7;26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf;28d2e439d133914edccaa861df6ddaff6bcc1c71;c9d5859cab6f6ca834d731a062b23dfd770da496;00e3c5dd25deb8545a531a6725b0d76c50156e1c;59b77649a80ee880f84ba6a5301467c8cc2c0438;1a5c07ce10d5efc8592101374468c787899d084b;c5861da177d780bb8cf254b0d2777771b1e9c73b;81526f6ae547d3c0d6e7cb30aa26c2215af42e19;e16bfb045fd1ae8096ede8e4af76356ac7f3157e;4420389af742cd6354dceac2584fd4fd8ad74ec8;292c0318de096554d204725077710d177a3196f2;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;4337fab9b7e51ae23d0c1db75c0c107ec1a20f29;c3f310b429a8061a7eda94441b306c7b999d5ebc		documentation-symbol-and-link-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-makefile-artifact-check-source-root-check-vostro-prefix-check-7f7d1809db78	history-changed-since-review-configure-build-and-artifact-check-769120f838e6	build-infra/Makefile	artifact check source root check vostro prefix check	2	2	2	0	0	2	2	present	30	a015140709531fdfbb364921ce32e9c3fa56c14c;23809ecb8d46f6153311d7cfa4419b0c57e88a75;96d38e1d40d871c7c658abcb88df7e7813c81e35;af2e4264b1c63c9eabeeed02c323f8b8e919bb74;b5acf9f4e07272c713c0c51152a949d9cdd89b83;27e590ad4c139037e13780e746b466b634b3e8ec;73759399b38e424bc37ce26f60fa228b6ccc35eb;5553f18dd493d70594299d8b24ab9d151f1bd863;3a80a993583d4f21bb857357f0e5fe55312779fe;808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4;b8802d7a89bc4cea83656fb1a148c9b1d69a9fee;05d14e686f3620d5822daef37caaf7ab3ea67254;ed20af083377495eeff79cee060323b7c229b8e4;ff11e020abbe69be7223ccfcb7636b76e77a9fcb;e45a1e504826d09b5326922d82aa9469bd6b966a;1c988d64c05c822b3e508fc21263e9f7489ee2db;767de3c3f4dda9cef71d83fa3076d90561cd5f61;48f01c597f39b22edc69f30e3ac51b36f5ae6b7e;e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6;4cf709a16011ff323127c8ac179603a5bf5c1552;a2bfd6032c81faa75994dfd4f57b279200a0776f;00a98af45542fa3a04d24da888fef34e722f1a6d;936c7c544ddc1b182f140b1c775e8274f091a986;6b1396652e1c5785277f252d88ceb019a72a1646;20286a21d04942790561bc931ea332eb59b6214b;4420389af742cd6354dceac2584fd4fd8ad74ec8;292c0318de096554d204725077710d177a3196f2;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;263c9e82cb8efb475d1866a0e5566ba060a4ed12;abc5b075722040427bd5c78623a0019da55905be		configure-build-and-artifact-check	changed-since-review	inspect-path-change-sequence-against-review-claims
