"work_group_id"	"status"	"evidence_commit"	"evidence_locator"	"discovery_command"	"verification_command"	"verification_result"	"closure_state"	"reason"	"falsifier"
"work-r3v-deqp-provision-py-original-line-305-0b7c8909fa6b"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:325-330"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 325,330p"	""	"not-run"	"open"	"The x86-64-v3 host check still omits mandatory LZCNT and XSAVE capability requirements."	"Each level uses its complete psABI feature set and rejects a partially masked fixture."
"work-r3v-native-plan-tool-c-original-line-159-58fd0e8c71d0"	"fixed-on-main"	"baf48620c79c19566965936e10cb66c5c1419cf5"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:compose DSO validation"	"rg -n --fixed-strings -- compose src/amd/r300/vulkan/tests/r3v_native_plan_tool.c"	""	"not-run"	"open"	"Compose now validates the requested DSO identity against the captured transcript instead of replacing it."	"A mismatched DSO digest seals successfully."
"work-r3v-native-plan-tool-c-original-line-160-c2c13e092f29"	"fixed-on-main"	"baf48620c79c19566965936e10cb66c5c1419cf5"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:take"	"rg -n --fixed-strings -- take src/amd/r300/vulkan/tests/r3v_native_plan_tool.c"	""	"not-run"	"open"	"Identity arguments now refuse overflow before copying into fixed schema fields."	"An overlong valid prefix plus garbage is silently truncated and accepted."
"work-r3v-native-plan-tool-c-original-line-127-833318f47b14"	"fixed-on-main"	"baf48620c79c19566965936e10cb66c5c1419cf5"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:151-158"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_tool.c | sed -n 151,158p"	""	"not-run"	"open"	"Numeric options now require full-string parsing and an explicit schema range."	"Trailing garbage or overflow seals a plan."
"work-r3v-native-queue-claim-report-c-original-line-41-ee265c7456b9"	"fixed-on-main"	"7f7feec24572361f74134376433c0ba63f6219c2"	"src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c:27-52"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c | sed -n 27,52p"	""	"not-run"	"open"	"The digest serialization now includes every scalar verb-row field and tolerance bits."	"Changing any semantic row field leaves the receipt digest unchanged."
"work-r3v-conformance-partition-py-def-verify-manifest-path-f96dbd258557"	"fixed-on-main"	"1f91536e6394b52f3969336a0b585106c3b6e5f9"	"src/amd/r300/vulkan/tests/r3v_conformance_partition.py:shard exact-cover verification"	"rg -n --fixed-strings -- verification src/amd/r300/vulkan/tests/r3v_conformance_partition.py"	""	"not-run"	"open"	"Manifest verification now compares ordered shard concatenation with the full slice and calibrates duplicate and omitted cases."	"A resealed duplicate-or-missing shard partition verifies."
"work-r3v-cs-ioctl-trace-py-original-line-215-9da48a767794"	"fixed-on-main"	"4b11002d5b38f01f6477a2878352caea8cd28ac7"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:150-202"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 150,202p"	""	"not-run"	"open"	"The verdict now records and rejects a nonzero tracee status unless explicitly admitted."	"A missing or crashing tracee yields a witnessed zero-CS verdict."
"work-r3v-cs-ioctl-trace-py-original-line-364-4af5e24282f2"	"fixed-on-main"	"4b11002d5b38f01f6477a2878352caea8cd28ac7"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:shim calibration"	"rg -n --fixed-strings -- 'shim calibration' src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py"	""	"not-run"	"open"	"Shim calibration now uses the complete observed ioctl census rather than a short named subset."	"An unlisted kernel-entering ioctl leaves the shim calibration green."
"work-r3v-cs-ioctl-trace-py-original-line-70-92a9c4008f00"	"fixed-on-main"	"4b11002d5b38f01f6477a2878352caea8cd28ac7"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:58-168"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 58,168p"	""	"not-run"	"open"	"The aggregate is now explicitly GEM-plus-INFO with INFO separately named instead of being presented as GEM alone."	"A normal INFO query is still reported as a GEM-only count."
"work-r3v-native-plan-replay-c-original-line-173-03437ad4361f"	"fixed-on-main"	"26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:gate contamination checks"	"rg -n --fixed-strings -- contamination src/amd/r300/vulkan/r3v_native_plan_replay.c"	""	"not-run"	"open"	"Replay scans all gates while exempting only the claim gate and validates device-cached route state."	"An additional open or cached hazardous gate still admits replay."
"work-r3v-native-plan-compose-shard-py-original-line-160-77fe4067abcc"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py:213-219"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py | sed -n 213,219p"	""	"not-run"	"open"	"The composer still rstrips and appends to an empty evidence root, producing a root-level case path."	"A nonempty absolute evidence directory is required and calibrated before composition."
"work-r3v-wsi-init-comment-parity-audit-py-original-line-79-98b239906a2b"	"fixed-on-main"	"710d7e3c12b5e6eecd6a9356de5295618b201d1d"	"src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py:adjacent comment extraction"	"rg -n --fixed-strings -- adjacent src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py"	""	"not-run"	"open"	"The audit now checks R3V_WSI_SW only in the extracted adjacent comment and calibrates stale wording with the real function body intact."	"Restoring stale default-software wording leaves the audit green."
"work-r3v-wsi-denominator-md-alone-would-not-open-slice-18-37139362050a"	"fixed-on-main"	"cebc5f008a2b1f33922597891892bb48205e557f"	"docs/hardware/r3v-wsi-denominator.md drm-shim result class"	"rg -n --fixed-strings -- result docs/hardware/r3v-wsi-denominator.md"	""	"not-run"	"open"	"The denominator now labels the noop drm-shim observation as runtime evidence and reserves hardware claims for silicon."	"The same shim result is promoted to silicon evidence again."
"work-r3v-native-render-shape-args-h-original-line-72-de3bcb6b478a"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_render_shape_args.h:64-105"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_render_shape_args.h | sed -n 64,105p"	""	"not-run"	"open"	"The shared parser still admits tiny shapes whose fixed-margin oracle has no interior or exterior witness."	"Every admitted shape has nonempty oracle witness sets or a shape-specific oracle."
"work-assessments-tsv-original-line-2-40313d1487ef"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-classifications/merged-pr93-pr161/assessments.tsv:2"	"nl -ba -- build-infra/docs/review-thread-classifications/merged-pr93-pr161/assessments.tsv | sed -n 2p"	""	"not-run"	"open"	"The assessment still closes the Evergreen CMPXCHG diagnostic although the uav_returning log reports W while emission uses Z."	"The thread remains actionable until the diagnostic uses the shared channel mapping."
"work-assessments-tsv-original-line-39-2d08f3d2e323"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-classifications/merged-pr93-pr161/assessments.tsv:38-39"	"nl -ba -- build-infra/docs/review-thread-classifications/merged-pr93-pr161/assessments.tsv | sed -n 38,39p"	""	"not-run"	"open"	"The supersession rows still omit the Makefile target surface that would falsify removal."	"Reintroducing either target invalidates the rows through a declared Makefile owner."
"work-review-thread-classification-py-original-line-133-bf88f3e97378"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/review_thread_classification.py:139-155"	"nl -ba -- build-infra/scripts/review_thread_classification.py | sed -n 139,155p"	""	"not-run"	"open"	"Assessment rows are still mapped by ID before the capture-order join, so reordered input is accepted."	"A swapped assessment pair is rejected by the calibrated unit test."
"work-review-thread-classification-py-original-line-198-25908dca8c6d"	"fixed-on-main"	"5553f18dd493d70594299d8b24ab9d151f1bd863"	"build-infra/scripts/review_thread_classification.py:101-107,204-207"	"nl -ba -- build-infra/scripts/review_thread_classification.py | sed -n '101,107p;204,207p'"	""	"not-run"	"open"	"The classifier now admits closed fixed or superseded rows and emits resolved frontier state."	"A valid closed row cannot replay through the frontier check."
"work-run-under-xvfb-sh-cleanup-dir-e982551a07c5"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh:71-76"	"nl -ba -- src/amd/r300/vulkan/tests/run_under_xvfb.sh | sed -n 71,76p"	""	"not-run"	"open"	"The signal cleanup targets only the direct child PID, so a wrapped command can leave descendants running."	"A calibrated wrapped process tree exits without leaving any descendant alive."
"work-run-under-xvfb-sh-exec-8-237c75aee3c0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/run_under_xvfb.sh:172-174"	"nl -ba -- src/amd/r300/vulkan/tests/run_under_xvfb.sh | sed -n 172,174p"	""	"not-run"	"open"	"The wrapper backgrounds the command without reconnecting inherited standard input."	"A piped-input calibration reaches the wrapped background command unchanged."
"work-r300-state-inlines-h-r300-blend-factor-for-target-enum-edee58be3c28"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/gallium/drivers/r300/r300_state_inlines.h:39-43"	"nl -ba -- src/gallium/drivers/r300/r300_state_inlines.h | sed -n 39,43p"	""	"not-run"	"open"	"The intensity-target branch still maps RGB SRC_ALPHA_SATURATE to ZERO without a saturate-specific conformance mechanism."	"An intensity-target oracle proves ZERO preserves the required saturate result or the mapping retains the hardware factor."
"work-r3v-memory-properties-contract-h-original-line-102-4da9a63a7d1e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_memory_properties_contract.h:98-106"	"nl -ba -- src/amd/r300/vulkan/r3v_memory_properties_contract.h | sed -n 98,106p"	""	"not-run"	"open"	"The memory-property comment still names load-bearing Mesa and kernel behavior without reproducible source locators."	"Every mechanism claim names its owning symbol, source location, and discovery command."
"work-r3v-memory-properties-contract-h-original-line-2-10360bcf6406"	"superseded-on-main"	"3742009c13db4a63b0bcfdb37b1e8f2bc5d04e40"	"AGENTS.md AI disclosure, authorship, and copyright rules"	"rg -n --fixed-strings -- authorship AGENTS.md"	""	"not-run"	"open"	"The current source-header policy requires SPDX on new files and preserves a copyright line only for a verified legal holder."	"A verified legal holder requires attribution in this file under the current policy."
"work-r3v-memory-properties-contract-h-original-line-28-838defddb661"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_memory_properties_contract.h:25-28"	"nl -ba -- src/amd/r300/vulkan/r3v_memory_properties_contract.h | sed -n 25,28p"	""	"not-run"	"open"	"The RS48x memory ceiling remains a fixed 128 MiB plus 1 GiB value without a named hardware or kernel authority."	"A rank-1-through-4 source proves the ceiling for every admitted device or the limit is derived from probed data."
"work-r3v-native-producer-cell-harness-c-original-line-193-3a7b2ba42b7b"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c:178-196"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c | sed -n 178,196p"	""	"not-run"	"open"	"The manifest-directory check bounds only PATH_MAX and not the smaller queue evidence-path buffers used later."	"A long-root calibration is rejected before any evidence artifact path can overflow."
"work-r3v-native-producer-cell-harness-c-original-line-2-24aa25c7d589"	"superseded-on-main"	"3742009c13db4a63b0bcfdb37b1e8f2bc5d04e40"	"AGENTS.md AI disclosure, authorship, and copyright rules"	"rg -n --fixed-strings -- authorship AGENTS.md"	""	"not-run"	"open"	"The current source-header policy requires SPDX on new files and preserves a copyright line only for a verified legal holder."	"A verified legal holder requires attribution in this file under the current policy."
"work-r3v-native-producer-cell-harness-c-original-line-561-aa6960905b4e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c:557-564"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c | sed -n 557,564p"	""	"not-run"	"open"	"The retained-IB comparison uses the observed size even after recording a mismatch with the smaller reference allocation."	"An oversized retained IB reports a length failure without reading beyond the reference buffer."
"work-r3v-native-producer-cell-harness-c-original-line-10-1831b5e000fc"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c:4-14"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c | sed -n 4,14p"	""	"not-run"	"open"	"The file-scope transport and retention claims still omit their owning symbols and reproducible discovery locations."	"Every load-bearing mechanism claim names its owning symbol and exact search command."
"work-r3v-native-producer-cell-harness-c-original-line-175-5b56169b5d10"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c:171-180"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c | sed -n 171,180p"	""	"not-run"	"open"	"Harness initialization still inherits the shim CS-refusal and completion-failure fault-injection variables."	"Both inherited fault flags are cleared and an open-mode calibration completes normally."
"work-r3v-native-producer-cell-harness-c-original-line-334-c38a65a30c96"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c:330-335"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_producer_cell_harness.c | sed -n 330,335p"	""	"not-run"	"open"	"The geometry leg records an oversized allocation failure and continues with a null memory handle."	"A forced allocation failure reaches cleanup without installing or dereferencing the carrier memory."
"work-radeon-noop-drm-shim-residue-check-selftest-py-original-line-6ce9526488d6"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check_selftest.py:53-70"	"nl -ba -- src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check_selftest.py | sed -n 53,70p"	""	"not-run"	"open"	"The verdict calibration uses Python assertions that disappear under optimized execution."	"The self-test still rejects every bad arm when executed with PYTHONOPTIMIZE=1."
"work-radeon-noop-drm-shim-residue-check-selftest-py-original-line-c503f34a2d86"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check_selftest.py:60-70"	"nl -ba -- src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check_selftest.py | sed -n 60,70p"	""	"not-run"	"open"	"The foreign-vendor arm adds an unrelated extra failure and does not distinguish the identity-normalization regression."	"The calibrated bad input passes the old checker and fails the corrected checker for the intended identity difference."
"work-radeon-noop-drm-shim-residue-check-py-original-line-37-cd8d22bf43df"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check.py:35-47"	"nl -ba -- src/amd/drm-shim/tests/radeon_noop_drm_shim_residue_check.py | sed -n 35,47p"	""	"not-run"	"open"	"The identity pattern is applied after splitlines has separated diagnostics containing literal newlines."	"A multiline identity mismatch retains both observed and expected identities through normalization."
"work-run-r2vb-reingest-replay-sh-original-line-49-c06a8f960330"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/run_r2vb_reingest_replay.sh:45-54"	"nl -ba -- src/amd/r300/common/tests/run_r2vb_reingest_replay.sh | sed -n 45,54p"	""	"not-run"	"open"	"The replay gate checks generated JSON artifacts only for nonzero size and reconstructs its accepted bundle from constants."	"Malformed digest, relocation, domain, and size metadata mutations are rejected."
"work-r3v-native-reingest-arming-runner-check-py-original-line-82-bb6c9241aa72"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_reingest_arming_runner_check.py:58-88"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_reingest_arming_runner_check.py | sed -n 58,88p"	""	"not-run"	"open"	"The arming-runner check exercises refusals only and never proves that an exact matching re-ingest fact set arms."	"A known-good matching-provider case returns ARMED before the bad mutations are applied."
"work-r3v-native-attended-reingest-c-main-int-argc-char-argv-83f7735b3455"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_reingest.c:385-393"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_reingest.c | sed -n 385,393p"	""	"not-run"	"open"	"The outcome depends on poison_dwords but the retained summary omits that discriminating count."	"The retained outcome records the poison count and a partial-write fixture remains independently classifiable."
"work-run-r2vb-float2-tuple-replay-sh-original-line-53-896422cadf63"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/run_r2vb_float2_tuple_replay.sh:49-58"	"nl -ba -- src/amd/r300/common/tests/run_r2vb_float2_tuple_replay.sh | sed -n 49,58p"	""	"not-run"	"open"	"The tuple replay accepts generated artifacts based only on nonzero size while replaying separately hard-coded metadata."	"Mutated vertex bytes, BO metadata, manifest fields, and expected carrier values are each rejected."
"work-r3v-native-attended-float2-tuple-c-original-line-2-a73dd8e05433"	"superseded-on-main"	"3742009c13db4a63b0bcfdb37b1e8f2bc5d04e40"	"AGENTS.md AI disclosure, authorship, and copyright rules"	"rg -n --fixed-strings -- authorship AGENTS.md"	""	"not-run"	"open"	"The current source-header policy requires SPDX on new files and preserves copyright lines only for verified legal holders."	"A verified legal holder requires attribution across the named new files under the current policy."
"work-r3v-native-attended-float2-tuple-c-original-line-356-2f2d868ef5b3"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_float2_tuple.c:353-356"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_float2_tuple.c | sed -n 353,356p"	""	"not-run"	"open"	"Tuple-specific retained artifact names are not reserved before submission, so a stale file can cause a mixed partial record afterward."	"Every final artifact name is reserved before the hazardous boundary and an EEXIST fixture prevents submission."
"work-r3v-native-float2-tuple-arming-runner-check-py-original-line-a97abc06db8a"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_float2_tuple_arming_runner_check.py:52-106"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_float2_tuple_arming_runner_check.py | sed -n 52,106p"	""	"not-run"	"open"	"The arming-runner check covers only refusal cases and can pass when the runner always refuses."	"An exact digest, kernel release, and module srcversion case returns an armed verdict before mutation."
"work-r300-r2vb-fetch-pass-c-original-line-52-4e6657b531ac"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_r2vb_fetch_pass.c:48-52"	"nl -ba -- src/amd/r300/common/r300_r2vb_fetch_pass.c | sed -n 48,52p"	""	"not-run"	"open"	"The validation admits 65536 vertices even though the 16-bit encoded draw count wraps to zero."	"The exact 65536 boundary is rejected before encoding while 65535 remains accepted."
"work-r300-r2vb-target-state-c-original-line-14-b8fea61266c7"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_r2vb_target_state.c:10-14"	"nl -ba -- src/amd/r300/common/r300_r2vb_target_state.c | sed -n 10,14p"	""	"not-run"	"open"	"The target-state extent ceiling uses 4095 as the biased-coordinate maximum despite the 13-bit scissor fields."	"The supported 4096-wide layout emits an encodable scissor and the first unencodable coordinate fails."
"work-r300-pm4-compose-c-original-line-45-23691b3cb161"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_pm4_compose.c:41-50"	"nl -ba -- src/amd/r300/common/r300_pm4_compose.c | sed -n 41,50p"	""	"not-run"	"open"	"The composer accepts duplicate relocation descriptors for the same fragment payload index."	"Two descriptors naming one dword index are rejected before the copy pass."
"work-r300-pm4-compose-c-original-line-57-db468d44f692"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_pm4_compose.c:53-57"	"nl -ba -- src/amd/r300/common/r300_pm4_compose.c | sed -n 53,57p"	""	"not-run"	"open"	"Writer ownership is tracked by symbolic role rather than the resolved relocation chunk, allowing aliased writer roles."	"Two writing roles mapped to one chunk are rejected as multiple owners."
"work-r300-pm4-compose-c-original-line-82-a347fdb08ae0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_pm4_compose.c:78-82"	"nl -ba -- src/amd/r300/common/r300_pm4_compose.c | sed -n 78,82p"	""	"not-run"	"open"	"A large nonnegative relocation chunk index can overflow when multiplied by four into the payload."	"UINT32_MAX divided by four is accepted and the next chunk index returns EOVERFLOW before copying."
"work-r300-pm4-compose-h-original-line-37-c0b032443e4c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_pm4_compose.h:35-37"	"nl -ba -- src/amd/r300/common/r300_pm4_compose.h | sed -n 35,37p"	""	"not-run"	"open"	"The relocation-map comment attributes payload resolution to the kernel without naming the parser symbol or discovery route."	"The comment names the authoritative kernel parser and a reproducible symbol search."
"work-r3v-native-attended-float2-tuple-procedure-md-producer-cell-host-00f279c830ed"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"docs/hardware/r3v-native-attended-float2-tuple-procedure.md:121-123"	"nl -ba -- docs/hardware/r3v-native-attended-float2-tuple-procedure.md | sed -n 121,123p"	""	"not-run"	"open"	"The evidence note still attributes the three-dword delta to one paired MIN write instead of the two actual emission sites."	"The note accounts separately for the first-draw MIN pair and the widened MAX/MIN run."
"work-r3v-native-serial-cell-harness-c-original-line-127-041f3de92859"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_serial_cell_harness.c:127-132"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_serial_cell_harness.c | sed -n 127,132p"	""	"not-run"	"open"	"The harness still creates its private directory from a hard-coded /tmp template."	"The harness creates its directory below an explicit configured temporary root."
"work-r300-r2vb-nir-c-original-line-186-2ed3671830cd"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/compiler/r300_r2vb_nir.c:182-186"	"nl -ba -- src/amd/r300/compiler/r300_r2vb_nir.c | sed -n 182,186p"	""	"not-run"	"open"	"The restager comment still lacks the reproducible symbol-discovery record required for its load-bearing claims."	"The comment names a repository-relative command that locates the restager and its passes."
"work-r300-pm4-builder-c-r300-pm4-emit-vertex-index-range-a7bc10050f7d"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_pm4_builder.c:171-178"	"nl -ba -- src/amd/r300/common/r300_pm4_builder.c | sed -n 171,178p"	""	"not-run"	"open"	"The immediate draw writes its register prefix before reserving the complete operation, leaving partial output on ENOSPC."	"A one-dword-short destination preserves both the prior words and builder count unchanged."
"work-r300-r2vb-float2-tuple-pass-c-static-const-uint32-t-722f21945261"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c:61-69"	"nl -ba -- src/amd/r300/common/r300_r2vb_float2_tuple_pass.c | sed -n 61,69p"	""	"not-run"	"open"	"The FLOAT_4 PSC behavior claim still has no source location or reproducible discovery method."	"The comment names the owning register contract and a command that locates it."
"work-run-r2vb-float2-tuple-burst-replay-sh-bundle-bd82899929f0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/run_r2vb_float2_tuple_burst_replay.sh:145-154"	"nl -ba -- src/amd/r300/common/tests/run_r2vb_float2_tuple_burst_replay.sh | sed -n 145,154p"	""	"not-run"	"open"	"The float2-named replay and manifest tooling now execute both FLOAT_2 and FLOAT_4 workloads."	"Durable tool names describe both fetch widths or each width has a separately named tool."
"work-r3v-native-public-gpu-producer-arming-runner-check-py-original-3b3b94ad9cd0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_public_gpu_producer_arming_runner_check.py:88-145"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_public_gpu_producer_arming_runner_check.py | sed -n 88,145p"	""	"not-run"	"open"	"The arming-runner calibration still exercises refusal cases only."	"A fully declared fresh-directory case selects gpu-producer, reports ARMED, and exits successfully."
"work-r3v-native-attended-public-gpu-producer-procedure-md-this-document-6cca234cd89c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"docs/hardware/r3v-native-attended-public-gpu-producer-procedure.md:52-57"	"nl -ba -- docs/hardware/r3v-native-attended-public-gpu-producer-procedure.md | sed -n 52,57p"	""	"not-run"	"open"	"The record-only mode is documented as ioctl-free and verdict-free even though allocation, mapping, and failure paths violate those claims."	"The document restricts the boundary to avoiding DRM_RADEON_CS or the implementation meets the broader contract."
"work-r300-zb-depth-control-cell-h-original-line-103-2bdd7fa80890"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_zb_depth_control_cell.h:101-104"	"nl -ba -- src/amd/r300/common/r300_zb_depth_control_cell.h | sed -n 101,104p"	""	"not-run"	"open"	"The depth-byte-width claim still names kernel parser behavior without source locations or discovery commands."	"Every named parser and relocation mechanism has a repository path and reproducible symbol search."
"work-run-zb-depth-control-replay-sh-original-line-68-79ff64cf2289"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/run_zb_depth_control_replay.sh:64-69"	"nl -ba -- src/amd/r300/common/tests/run_zb_depth_control_replay.sh | sed -n 64,69p"	""	"not-run"	"open"	"The replay reconstructs BO footprints from literals instead of the common cell contract or generated manifest."	"Changing one shared footprint authority updates the live recorder, manifest, and replay bundle together."
"work-r3v-native-attended-zb-depth-control-c-original-line-12-7ad42ef8f055"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c:8-12"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c | sed -n 8,12p"	""	"not-run"	"open"	"The source comment still embeds the B14 campaign label and first-run chronology."	"The source and Meson comments state only the depth-control mechanism while chronology remains in history or findings."
"work-r3v-native-attended-zb-depth-control-c-original-line-126-fcc45122f8cb"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c:116-130"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c | sed -n 116,130p"	""	"not-run"	"open"	"The attended path reaches Vulkan initialization without requiring and retaining a clean pre-submit DRM validation log."	"A pre-existing DRM CS validation error prevents submission and is retained with the refusal."
"work-r3v-native-attended-zb-depth-control-c-original-line-382-a96e9cae3dc6"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c:378-384"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c | sed -n 378,384p"	""	"not-run"	"open"	"The pass predicate does not independently prove that the far triangle rasterized before depth rejection."	"A control observation proves far-primitive execution and fails when only the first primitive executes."
"work-r3v-native-zb-depth-control-harness-c-original-line-195-b9bf1276c6ed"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c:195-200"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c | sed -n 195,200p"	""	"not-run"	"open"	"The harness still uses a hard-coded /tmp directory template instead of the test environment."	"The harness creates its private directory below TMPDIR or an explicit build-root setting."
