path_token	bundle_name	alias	sealed	note
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T044746Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T044746Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T092404Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T092404Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T092834Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T092834Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T092938Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T092938Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T093852Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T093852Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_cas_const_verb_20260612	cachyos_vostro1000_rs482_cas_const_verb_20260612	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_combios_asic_init_firmware_register_map_20260529T175511Z	cachyos_vostro1000_rs482_combios_asic_init_firmware_register_map_20260529T175511Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_command_stream_toggle_20260619T223615Z	cachyos_vostro1000_rs482_command_stream_toggle_20260619T223615Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_cp_ib_scratch_oracle_2a_baseline_20260616T230633Z	cachyos_vostro1000_rs482_cp_ib_scratch_oracle_2a_baseline_20260616T230633Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_cp_me_ram_8bit_raddr_readback_20260604	cachyos_vostro1000_rs482_cp_me_ram_8bit_raddr_readback_20260604	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_cs_parser_dnr_0355_20260703T100000Z	cachyos_vostro1000_rs482_cs_parser_dnr_0355_20260703T100000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_depth_stencil_rop_indraw_readback_20260619T234734Z	cachyos_vostro1000_rs482_depth_stencil_rop_indraw_readback_20260619T234734Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_gles2_class3_pbuffer_default_fb_20260703T031500Z	cachyos_vostro1000_rs482_deqp_gles2_class3_pbuffer_default_fb_20260703T031500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_gles2_clear_color_inventory_20260603T054251Z	cachyos_vostro1000_rs482_deqp_gles2_clear_color_inventory_20260603T054251Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_gles2_current_main_resweep_20260620T111400Z	cachyos_vostro1000_rs482_deqp_gles2_current_main_resweep_20260620T111400Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_gles2_inventory_20260705T212525Z	cachyos_vostro1000_rs482_deqp_gles2_inventory_20260705T212525Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_leak_slope_recheck_20260703T090000Z	cachyos_vostro1000_rs482_deqp_leak_slope_recheck_20260703T090000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_deqp_vk_api_smoke_create_sampler_20260528T013605Z	cachyos_vostro1000_rs482_deqp_vk_api_smoke_create_sampler_20260528T013605Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_draw_oracle_at_rest_readback_20260620T001454Z	cachyos_vostro1000_rs482_draw_oracle_at_rest_readback_20260620T001454Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_dxt35_canonicalization_falsification_20260703T070000Z	cachyos_vostro1000_rs482_dxt35_canonicalization_falsification_20260703T070000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_ati2n_gate_off_control_20260529T082714Z	cachyos_vostro1000_rs482_egl_gbm_ati2n_gate_off_control_20260529T082714Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_ati2n_rgtc2_hw_decode_20260529T084213Z	cachyos_vostro1000_rs482_egl_gbm_ati2n_rgtc2_hw_decode_20260529T084213Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_bilinear16_20260529T040255Z	cachyos_vostro1000_rs482_egl_gbm_bilinear16_20260529T040255Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_bilinear16_20260529T042035Z	cachyos_vostro1000_rs482_egl_gbm_bilinear16_20260529T042035Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_bilinear16_corrected_local_mesa_20260603T020349Z	cachyos_vostro1000_rs482_egl_gbm_bilinear16_corrected_local_mesa_20260603T020349Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_bilinear2d_rank1_mac_20260529T071212Z	cachyos_vostro1000_rs482_egl_gbm_bilinear2d_rank1_mac_20260529T071212Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_bilinear_filter_resolution_20260529T000004Z	cachyos_vostro1000_rs482_egl_gbm_bilinear_filter_resolution_20260529T000004Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_blendacc_20260527T045725Z	cachyos_vostro1000_rs482_egl_gbm_blendacc_20260527T045725Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fog_verify_20260527T032045Z	cachyos_vostro1000_rs482_egl_gbm_fog_verify_20260527T032045Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fog_verify_20260527T034444Z	cachyos_vostro1000_rs482_egl_gbm_fog_verify_20260527T034444Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023154Z	cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023154Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023520Z	cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023520Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023948Z	cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_20260529T023948Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_sign_20260529T030220Z	cachyos_vostro1000_rs482_egl_gbm_fp24_add_rounding_sign_20260529T030220Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_alu_opcodes_20260529T045949Z	cachyos_vostro1000_rs482_egl_gbm_fragment_alu_opcodes_20260529T045949Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T064508Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T064508Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T064532Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T064532Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T071606Z_commit8003126a	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260526T071606Z_commit8003126a	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260528T014312Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260528T014312Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260529T155757Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260529T155757Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033121Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033121Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033553Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033553Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033955Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T033955Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T040844Z	cachyos_vostro1000_rs482_egl_gbm_fragment_input_ladder_20260727T040844Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_fragment_ladder_20260526T002850Z	cachyos_vostro1000_rs482_egl_gbm_fragment_ladder_20260526T002850Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_frontier_verbs_20260527T051736Z	cachyos_vostro1000_rs482_egl_gbm_frontier_verbs_20260527T051736Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_mixpack_verify_20260527T040710Z	cachyos_vostro1000_rs482_egl_gbm_mixpack_verify_20260527T040710Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_numenv_20260527T044112Z	cachyos_vostro1000_rs482_egl_gbm_numenv_20260527T044112Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_numenv_20260527T044432Z	cachyos_vostro1000_rs482_egl_gbm_numenv_20260527T044432Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_r2vb_gart_vap_coherency_20260529T155436Z	cachyos_vostro1000_rs482_egl_gbm_r2vb_gart_vap_coherency_20260529T155436Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_r2vb_gart_vap_coherency_20260529T160132Z	cachyos_vostro1000_rs482_egl_gbm_r2vb_gart_vap_coherency_20260529T160132Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_r2vb_transform_throughput_20260529T170111Z	cachyos_vostro1000_rs482_egl_gbm_r2vb_transform_throughput_20260529T170111Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_r2vb_vertex_offload_cost_20260529T102341Z	cachyos_vostro1000_rs482_egl_gbm_r2vb_vertex_offload_cost_20260529T102341Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_saturate_coissue_pfsconst_20260529T004602Z	cachyos_vostro1000_rs482_egl_gbm_saturate_coissue_pfsconst_20260529T004602Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_saturate_runtime_clamp_20260529T010602Z	cachyos_vostro1000_rs482_egl_gbm_saturate_runtime_clamp_20260529T010602Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_stencil_zpass_20260527T052208Z	cachyos_vostro1000_rs482_egl_gbm_stencil_zpass_20260527T052208Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_swtcl_clamp_validation_20260529T112411Z	cachyos_vostro1000_rs482_egl_gbm_swtcl_clamp_validation_20260529T112411Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_swtcl_vtx64k_fix_validation_20260529T111933Z	cachyos_vostro1000_rs482_egl_gbm_swtcl_vtx64k_fix_validation_20260529T111933Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_swtcl_vtx64k_fix_validation_20260529T112132Z	cachyos_vostro1000_rs482_egl_gbm_swtcl_vtx64k_fix_validation_20260529T112132Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_16bit_20260529T064555Z	cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_16bit_20260529T064555Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_16bit_20260529T064853Z	cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_16bit_20260529T064853Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_20260529T054153Z	cachyos_vostro1000_rs482_egl_gbm_transcendental_precision_20260529T054153Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_tx_filter_width_rgba16_20260529T060217Z	cachyos_vostro1000_rs482_egl_gbm_tx_filter_width_rgba16_20260529T060217Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_tx_filter_width_rgba16_20260529T060429Z	cachyos_vostro1000_rs482_egl_gbm_tx_filter_width_rgba16_20260529T060429Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_vtx64k_guard_20260603T055918Z	cachyos_vostro1000_rs482_egl_gbm_vtx64k_guard_20260603T055918Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_vtx64k_split_20260603T060019Z	cachyos_vostro1000_rs482_egl_gbm_vtx64k_split_20260603T060019Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_egl_gbm_zpass_probe_20260530T200038Z	cachyos_vostro1000_rs482_egl_gbm_zpass_probe_20260530T200038Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_firmware_read_candidate_regs_readback_20260604T153423Z	cachyos_vostro1000_rs482_firmware_read_candidate_regs_readback_20260604T153423Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_float24_pfs_param_ladder_20260526T032319Z	cachyos_vostro1000_rs482_float24_pfs_param_ladder_20260526T032319Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_float4pair_vertex_fetch_20260526T034038Z	cachyos_vostro1000_rs482_float4pair_vertex_fetch_20260526T034038Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_3d_control_expansion_validation_20260614Z	cachyos_vostro1000_rs482_force_clock_3d_control_expansion_validation_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_3d_engine_validation_20260614Z	cachyos_vostro1000_rs482_force_clock_3d_engine_validation_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_3d_expansion_validation_20260614Z	cachyos_vostro1000_rs482_force_clock_3d_expansion_validation_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_all231_value_shadow_screen_20260614Z	cachyos_vostro1000_rs482_force_clock_all231_value_shadow_screen_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_cohort_validation_20260613Z	cachyos_vostro1000_rs482_force_clock_cohort_validation_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_disp_validation_20260613Z	cachyos_vostro1000_rs482_force_clock_disp_validation_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_read_loadbearing_calibration_20260614Z	cachyos_vostro1000_rs482_force_clock_read_loadbearing_calibration_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_undoc_4xxx_census_20260614Z	cachyos_vostro1000_rs482_force_clock_undoc_4xxx_census_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_vap_instrumented_20260614Z	cachyos_vostro1000_rs482_force_clock_vap_instrumented_20260614Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_vip_index0_validation_20260612Z	cachyos_vostro1000_rs482_force_clock_vip_index0_validation_20260612Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_vip_index1to4_validation_20260612Z	cachyos_vostro1000_rs482_force_clock_vip_index1to4_validation_20260612Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_vip_index5to47_validation_20260613Z	cachyos_vostro1000_rs482_force_clock_vip_index5to47_validation_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_force_clock_widen_validation_20260613Z	cachyos_vostro1000_rs482_force_clock_widen_validation_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_fracramp_stencilreplace_calibration_20260612	cachyos_vostro1000_rs482_fracramp_stencilreplace_calibration_20260612	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_fullstack_panic_validation_20260613T072655Z	cachyos_vostro1000_rs482_fullstack_panic_validation_20260613T072655Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_decode_matrix_20260603T155906Z	cachyos_vostro1000_rs482_g3dvl_decode_matrix_20260603T155906Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_flat_hgrad_dct_spectrum_20260603T143000Z	cachyos_vostro1000_rs482_g3dvl_flat_hgrad_dct_spectrum_20260603T143000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_freqy_flat_second_texel_coord_fault_20260606T173500Z	cachyos_vostro1000_rs482_g3dvl_freqy_flat_second_texel_coord_fault_20260606T173500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_idct_source_flat_v45_clean_20260606T170800Z	cachyos_vostro1000_rs482_g3dvl_idct_source_flat_v45_clean_20260606T170800Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_intermediate_shared_clean_cycle_20260606T172000Z	cachyos_vostro1000_rs482_g3dvl_intermediate_shared_clean_cycle_20260606T172000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_landed_fix_dc_correct_ac_residual_20260606T204500Z	cachyos_vostro1000_rs482_g3dvl_landed_fix_dc_correct_ac_residual_20260606T204500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_r0center_fix_validate_20260607T075021Z	cachyos_vostro1000_rs482_g3dvl_r0center_fix_validate_20260607T075021Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_r1y_bias_npot_edge_half_texel_20260606T200900Z	cachyos_vostro1000_rs482_g3dvl_r1y_bias_npot_edge_half_texel_20260606T200900Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_raddr_texel_landing_20260607T073631Z	cachyos_vostro1000_rs482_g3dvl_raddr_texel_landing_20260607T073631Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_stage1_chan_write_marker_probe_20260605T034644Z	cachyos_vostro1000_rs482_g3dvl_stage1_chan_write_marker_probe_20260605T034644Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_stage2_freqy_read_locus_20260606T004534Z	cachyos_vostro1000_rs482_g3dvl_stage2_freqy_read_locus_20260606T004534Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_g3dvl_stage2_raddr_y_bias_ab_20260604T211312Z	cachyos_vostro1000_rs482_g3dvl_stage2_raddr_y_bias_ab_20260604T211312Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_ga_su_rs_sc_fg_control_peak_state_20260620T091500Z	cachyos_vostro1000_rs482_ga_su_rs_sc_fg_control_peak_state_20260620T091500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_gap_underload_engine_busy_read_wedge_20260615T164000Z	cachyos_vostro1000_rs482_gap_underload_engine_busy_read_wedge_20260615T164000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_gated_state_plain_read_disp2_20260613Z	cachyos_vostro1000_rs482_gated_state_plain_read_disp2_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_gl_conformance_matrix_20260526T024051Z	cachyos_vostro1000_rs482_gl_conformance_matrix_20260526T024051Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_gl_swtcl_installed_driver_996_smoke_20260707T021445Z	cachyos_vostro1000_rs482_gl_swtcl_installed_driver_996_smoke_20260707T021445Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_gles2_pointsize_conformance_20260622T010430Z	cachyos_vostro1000_rs482_gles2_pointsize_conformance_20260622T010430Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_glmark2_live_20260608T175236Z	cachyos_vostro1000_rs482_glmark2_live_20260608T175236Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_h264_nv12_chroma_flatfield_signature	cachyos_vostro1000_rs482_h264_nv12_chroma_flatfield_signature	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
