frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
source-view-bare-repository-root-uid-isolation	P2	build-infra	source-view-bare-repository-root-uid-isolation	A shared test-only build namespace lets both bare-repository fixtures reach their intended Git-directory diagnostics under real uid 0; the production root namespace rejection remains exact	closed	Does merged main still exhibit source-view-bare-repository-root-uid-isolation?	Run the bare-repository fixtures as uid 0 and require their intended Git-directory diagnostics	offline-source-history	mesa-26-gororoba	build-infra/tests/test_source_root_control.py;build-infra/scripts/source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 25 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A root-run bare-repository test reaches trusted_account_home before its declared source-view assertion	merged-review-thread-closure-batch-0005	26	PRRT_kwDOR3YK5M6VINuf	1206	2026-07-30T14:12:51Z	false	build-infra/tests/test_source_root_control.py	328	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3683408755	fixed	59593fda660a7603789c895c479c2bb38d5140fa	resolved
source-view-clean-filter-isolation	P1	build-infra	source-view-clean-filter-isolation	Tracked regular files are hashed with hash-object --no-filters under isolated Git configuration, and the hostile clean-filter fixture proves the filter neither executes nor hides a physical mutation	closed	Does merged main still exhibit source-view-clean-filter-isolation?	Run the source-root tests and inspect the raw tracked-file hashing plus hostile clean-filter calibration	offline-source-history	mesa-26-gororoba	build-infra/scripts/source_root_control.py;build-infra/tests/test_source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 26 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A physical tracked-file modification can be transformed away or execute a local clean filter during source-root validation	merged-review-thread-closure-batch-0005	27	PRRT_kwDOR3YK5M6VINun	1206	2026-07-30T14:12:51Z	false	build-infra/scripts/source_root_control.py	211	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3683408766	fixed	59593fda660a7603789c895c479c2bb38d5140fa	resolved
source-view-meson-wrap-finalization	P1	build-infra	source-view-meson-wrap-finalization	Derived source views admit hashed Meson wrap population as generated build input, so required Vulkan-Profiles content does not invalidate successful setup finalization	closed	Does merged main still exhibit source-view-meson-wrap-finalization?	Run a zink-enabled external setup that populates Vulkan-Profiles and verify final identity reaches the build gate	offline-source-history	mesa-26-gororoba	build-infra/scripts/source_root_control.py;build-infra/tests/test_source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 27 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Required wrap population makes a successful external setup remain provisional	merged-review-thread-closure-batch-0005	28	PRRT_kwDOR3YK5M6VINus	1206	2026-07-30T14:12:51Z	false	build-infra/scripts/source_root_control.py	1093	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3683408775	fixed	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
draw-nir-decline-reason-null-safety	unbadged	draw	draw-nir-decline-reason-null-safety	The NIR admission gate initializes decline_reason to the nonnull unsupported fallback, and every specific rejection path replaces it before telemetry formats the decline	closed	Does merged main still exhibit draw-nir-decline-reason-null-safety?	Inspect the default decline reason and run telemetry rejection cases with nonempty reasons	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/draw/draw_vs_nir.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 28 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A future unsupported path can reach formatted telemetry with why equal to NULL	merged-review-thread-closure-batch-0005	29	PRRT_kwDOR3YK5M6Vtysx	1214	2026-08-02T04:25:35Z	false	src/gallium/auxiliary/draw/draw_vs_nir.c	729	sourcery-ai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1214#discussion_r3697795183	fixed	e7656d6bf70d3492a70200cbfb97f8fb646b7c58	resolved
agents-canonical-loader-symlink	P1	governance	agents-canonical-loader-symlink	CLAUDE.md is now a tracked symbolic link to AGENTS.md, so no tool-specific copy of punctuation doctrine can drift	closed	Does merged main still exhibit agents-canonical-loader-symlink?	Verify the tracked symlink target and single canonical instruction body	offline-source-history	mesa-26-gororoba	CLAUDE.md;AGENTS.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 29 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	CLAUDE.md becomes an independent prose loader that duplicates operative punctuation rules	merged-review-thread-closure-batch-0005	30	PRRT_kwDOR3YK5M6Vty4O	1213	2026-08-02T04:26:00Z	false	CLAUDE.md	21	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1213#discussion_r3697796401	superseded	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
dash-spacing-positive-policy	P1	governance	dash-spacing-positive-policy	The dash rule requires contributors to join two hyphens tightly to adjacent words and gives word--word as the complete positive form	closed	Does merged main still exhibit dash-spacing-positive-policy?	Inspect the current dash rule and require only the closed positive construction	offline-source-history	mesa-26-gororoba	AGENTS.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 30 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The authoritative rule continues to model a negative construction it prohibits in durable prose	merged-review-thread-closure-batch-0005	31	PRRT_kwDOR3YK5M6Vty4P	1213	2026-08-02T04:26:00Z	false	AGENTS.md	798	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1213#discussion_r3697796403	fixed	bc38bb8840c92d4b64d9f25d5d83c5f2345007c7	resolved
r300-r2vb-screen-scoped-standing-route	P1	r300	r300-r2vb-screen-scoped-standing-route	The RS480 standing-route composite is stored in immutable screen-owned state; route selection, automatic selection, slot gates, and raw-submit consent no longer use process environment writes or function-static caches	closed	Does merged main still exhibit r300-r2vb-screen-scoped-standing-route?	Run both mixed-screen creation orders and alternating A/B/A plus B/A/B consumers while checking screen-owned route, slot, and raw-submit decisions	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r300/r300_screen.c;src/gallium/drivers/r300/r300_screen.h;src/gallium/drivers/r300/r300_r2vb.c;src/gallium/drivers/r300/r300_r2vb.h;src/gallium/drivers/r300/r300_state_derived.c;src/gallium/drivers/r300/tests/r300_r2vb_auto_single_test.c;src/gallium/drivers/r300/tests/r300_r2vb_plan_oracle_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 31 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	One screen can enable or disable the standing route for another GPU in the same process	merged-review-thread-closure-batch-0005	32	PRRT_kwDOR3YK5M6Vt0L8	1215	2026-08-02T04:28:42Z	false	src/gallium/drivers/r300/r300_screen.c	796	Oichkatzelesfrettschen;chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1215#discussion_r3697804572	fixed	3b355908198285831108be57003bdfbd69a796cb	resolved
draw-option-cache-thread-safety	P2	draw	draw-option-cache-thread-safety	The force-bridge and telemetry gates use DEBUG_GET_ONCE_BOOL_OPTION, and the raw-output test releases 16 threads into simultaneous first use and requires stable disabled values	closed	Does merged main still exhibit draw-option-cache-thread-safety?	Run the concurrent first-use calibration and inspect both once-option definitions	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/draw/draw_vs_exec.c;src/gallium/auxiliary/draw/draw_vs_nir.c;src/gallium/auxiliary/draw/tests/draw_vs_nir_raw_output_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 32 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	Two threads can race while initializing either cached option	merged-review-thread-closure-batch-0005	33	PRRT_kwDOR3YK5M6Vt1sV	1214	2026-08-02T04:32:13Z	false	src/gallium/auxiliary/draw/draw_vs_exec.c	257	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1214#discussion_r3697814054	fixed	e7656d6bf70d3492a70200cbfb97f8fb646b7c58	resolved
draw-exec-control-path-discovery-provenance	P1	draw	draw-exec-control-path-discovery-provenance	The force-bridge comment names draw_create_vertex_shader, the r300_draw_init_vertex_shader prefilter, and exact fixed-string searches that reproduce both call maps	closed	Does merged main still exhibit draw-exec-control-path-discovery-provenance?	Run both named fixed-string searches and compare their results with the comment	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/draw/draw_vs_exec.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 33 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	The comment continues to make an unauditable load-bearing reachability claim	merged-review-thread-closure-batch-0005	34	PRRT_kwDOR3YK5M6Vt1sX	1214	2026-08-02T04:32:13Z	false	src/gallium/auxiliary/draw/draw_vs_exec.c	253	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1214#discussion_r3697814057	fixed	e7656d6bf70d3492a70200cbfb97f8fb646b7c58	resolved
source-view-test-root-uid-isolation	P2	build-infra	source-view-test-root-uid-isolation	All source-view fixtures use a validated test-only build namespace; the merged-main source-root and mount-boundary suite passes 125 tests as real uid 0 while the exact production root rejection remains active	closed	Does merged main still exhibit source-view-test-root-uid-isolation?	Run the complete source-view unit target as uid 0 and require the intended fixture verdicts	offline-source-history	mesa-26-gororoba	build-infra/tests/test_source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 34 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A source-view fixture reaches the real-root namespace rejection before its declared behavior is tested	merged-review-thread-closure-batch-0005	35	PRRT_kwDOR3YK5M6VuCy0	1206	2026-08-02T04:59:16Z	false	build-infra/tests/test_source_root_control.py	990	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3697897086	fixed	59593fda660a7603789c895c479c2bb38d5140fa	resolved
source-view-archive-attribute-isolation	P1	build-infra	source-view-archive-attribute-isolation	Source archives run through a temporary bare Git directory that shares only the object database, and SHA-1 and SHA-256 fixtures prove repository-local info/attributes cannot alter export-ignore or export-subst results	closed	Does merged main still exhibit source-view-archive-attribute-isolation?	Run the tracked-attribute and repository-local attribute fixtures for both object formats	offline-source-history	mesa-26-gororoba	build-infra/scripts/source_root_control.py;build-infra/tests/test_source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 35 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Two source views with the same commit and tree can differ because of untracked Git attributes	merged-review-thread-closure-batch-0005	36	PRRT_kwDOR3YK5M6VuCy1	1206	2026-08-02T04:59:16Z	false	build-infra/scripts/source_root_control.py	181	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3697897088	fixed	59593fda660a7603789c895c479c2bb38d5140fa	resolved
install-success-identity-finalization	P1	build-infra	install-success-identity-finalization	The install transaction keeps both identities provisional through setup, installation, and ownership repair, then finalizes them; the injected post-setup failure leaves artifact-check rejecting the partial prefix	closed	Does merged main still exhibit install-success-identity-finalization?	Run the source-root selection fixture and require post-setup install failure to retain provisional identities and reject artifact reporting	offline-source-history	mesa-26-gororoba	build-infra/Makefile#L1767-L1811;build-infra/scripts/source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 36 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A failed or partial install leaves identities that artifact-check accepts as final	merged-review-thread-closure-batch-0005	37	PRRT_kwDOR3YK5M6VuCy3	1206	2026-08-02T04:59:16Z	false	build-infra/Makefile	961	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3697897089	fixed	20286a21d04942790561bc931ea332eb59b6214b	resolved
build-control-identity-binding	P1	build-infra	build-control-identity-binding	Schema 7 source and build identities record and compare PROFILE, HOSTENV, MODE, COMPILER_CHAIN, and COMPILER_FAMILY, and the five-axis mutation fixture rejects every selector drift under a reused path	closed	Does merged main still exhibit build-control-identity-binding?	Run the build-control payload and selector-drift fixtures across all five resolved controls	offline-source-history	mesa-26-gororoba	build-infra/Makefile#L81-L117;build-infra/Makefile#L151-L179;build-infra/Makefile#L203-L272;build-infra/Makefile#L284-L315;build-infra/scripts/source_root_control.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 37 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	One build root can change profile or compiler policy while retaining an accepted identity	merged-review-thread-closure-batch-0005	38	PRRT_kwDOR3YK5M6VuCy4	1206	2026-08-02T04:59:16Z	false	build-infra/scripts/source_root_control.py	1075	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3697897091	fixed	20286a21d04942790561bc931ea332eb59b6214b	resolved
drm-shim-state-token-registration-identity	P1	drm-shim	drm-shim-state-token-registration-identity	Render registration parses the per-open state-token identity and records the descriptor's own backing identity instead of requiring the anchor inode	closed	Does merged main still exhibit drm-shim-state-token-registration-identity?	Open a normal render node and trace state-token parsing through drm_shim_fd_register	offline-source-history	mesa-26-gororoba	src/drm-shim/device.c;src/amd/drm-shim/radeon_noop_drm_shim.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 38 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A normal render-node open still returns ENODEV because its state-token inode differs from the lock anchor	merged-review-thread-closure-batch-0005	39	PRRT_kwDOR3YK5M6VuETV	1216	2026-08-02T05:02:54Z	false	src/drm-shim/device.c	516	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1216#discussion_r3697906719	fixed	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
drm-shim-raw-alias-backing-identity-fallback	P2	drm-shim	drm-shim-raw-alias-backing-identity-fallback	Raw-alias adoption now compares open-file-description backing identity through F_DUPFD_QUERY, kcmp, and a locked probe path instead of rejecting every inconclusive query	closed	Does merged main still exhibit drm-shim-raw-alias-backing-identity-fallback?	Implement a race-aware backing-identity comparison and calibrate accepted aliases and same-inode nonaliases under forced query errors	offline-source-history	mesa-26-gororoba	src/drm-shim/device.c;src/amd/drm-shim/radeon_noop_drm_shim.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 39 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A raw duplicate loses its shim_fd and GEM table when F_DUPFD_QUERY and kcmp cannot decide identity	merged-review-thread-closure-batch-0005	40	PRRT_kwDOR3YK5M6VuETX	1216	2026-08-02T05:02:54Z	false	src/drm-shim/device.c	2186	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1216#discussion_r3697906721	fixed	400df9e74aeacc6917410a887a3bf33bf5fda167	resolved
drm-shim-preload-test-spdx-only-header	P2	governance	drm-shim-preload-test-spdx-only-header	The preload test now carries only SPDX-License-Identifier: MIT; the copied unverified copyright line is absent	closed	Does merged main still exhibit drm-shim-preload-test-spdx-only-header?	Remove the copied attribution while retaining the SPDX grant required by current new-file policy	offline-source-history	mesa-26-gororoba	src/amd/drm-shim/radeon_noop_drm_shim_preload_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 40 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	The new test continues to attribute copyright to a holder unsupported by file history	merged-review-thread-closure-batch-0005	41	PRRT_kwDOR3YK5M6VuETZ	1216	2026-08-02T05:02:54Z	false	src/amd/drm-shim/radeon_noop_drm_shim_preload_test.c	2	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1216#discussion_r3697906723	fixed	4b0c1f55abd1c9d84022973e14fd40d639426ec9	resolved
drm-shim-large-lock-type-normalization	P2	drm-shim	drm-shim-large-lock-type-normalization	Large-file fcntl commands now carry an explicit lock layout through copy sizing, validation, normalization, forwarding, and query copyback	closed	Does merged main still exhibit drm-shim-large-lock-type-normalization?	Select type-correct native and large-lock normalization paths and exercise a 32-bit ABI with offsets beyond native off_t	offline-source-history	mesa-26-gororoba	src/drm-shim/drm_shim.c;src/amd/drm-shim/radeon_noop_drm_shim.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 41 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A distinct F_GETLK64, F_SETLK64, or F_SETLKW64 command reads or rewrites fields through struct flock layout	merged-review-thread-closure-batch-0005	42	PRRT_kwDOR3YK5M6VuETa	1216	2026-08-02T05:02:54Z	false	src/drm-shim/drm_shim.c	8317	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1216#discussion_r3697906726	fixed	05023afc27fcc9fb0637ecacfa425d9fc4263a81	resolved
vl-mpeg12-dump-run-namespace	P2	vl	vl-mpeg12-dump-run-namespace	Random 128-bit decoder-session identities, anchored roots, and exclusive frame admission prevent later runs from replacing retained evidence; collision and namespace-exhaustion calibration passes on merged main	closed	Does merged main still exhibit vl-mpeg12-dump-run-namespace?	Create independent decoder sessions, refuse every final-path collision, and calibrate retained-name reuse	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_mpeg12_dump.c;src/gallium/auxiliary/vl/tests/vl_mpeg12_dump_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 42 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Two decoder runs can produce the same path and silently replace the first payload	merged-review-thread-closure-batch-0005	43	PRRT_kwDOR3YK5M6Vut2P	1218	2026-08-02T06:50:07Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	888	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1218#discussion_r3698159322	fixed	2721b9314aed7d55615d5fbf4f8247b4d0fe84fc	resolved
vl-mpeg12-dump-atomic-write-verdict	P2	vl	vl-mpeg12-dump-atomic-write-verdict	Transactional frame publication checks every write, close, and synchronization result and removes only publisher-owned incomplete output; failure calibration passes on merged main	closed	Does merged main still exhibit vl-mpeg12-dump-atomic-write-verdict?	Write transactionally, surface every write and close failure, and prevent incomplete output from retaining the final evidence name	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_mpeg12_dump.c;src/gallium/auxiliary/vl/tests/vl_mpeg12_dump_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 43 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A short or delayed failed write leaves a final raw artifact with no failure verdict	merged-review-thread-closure-batch-0005	44	PRRT_kwDOR3YK5M6Vut2R	1218	2026-08-02T06:50:07Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	895	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1218#discussion_r3698159324	fixed	2721b9314aed7d55615d5fbf4f8247b4d0fe84fc	resolved
vl-mpeg12-dump-calibration	P1	vl	vl-mpeg12-dump-calibration	Known-good payloads and injected plane, padding, extent, layer, synchronization, and arithmetic mutations calibrate coefficient, stage-1, and output capture on merged main	closed	Does merged main still exhibit vl-mpeg12-dump-calibration?	Add deterministic positive and mutation cases for coefficient, stage-1, and output surface payloads	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_mpeg12_dump.c;src/gallium/auxiliary/vl/tests/vl_mpeg12_dump_test.c;src/gallium/auxiliary/vl/tests/vl_mpeg12_mc_dump_stage_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 44 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The dump can select or pack the wrong surface while its calibration still passes	merged-review-thread-closure-batch-0005	45	PRRT_kwDOR3YK5M6Vut2S	1218	2026-08-02T06:50:07Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	868	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1218#discussion_r3698159325	fixed	2721b9314aed7d55615d5fbf4f8247b4d0fe84fc	resolved
new-source-spdx-only-policy	P1	governance	new-source-spdx-only-policy	Current policy requires SPDX-only headers on newly authored source unless a copyright line names a verified legal holder, superseding the reviewed blanket attribution demand	closed	Does merged main still exhibit new-source-spdx-only-policy?	Compare the test's SPDX grant with the current new-file and verified-holder rules	offline-source-history	mesa-26-gororoba	AGENTS.md;src/gallium/auxiliary/draw/tests/draw_output_location_semantic_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 45 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Repository policy again requires an invented copyright holder on every new source file	merged-review-thread-closure-batch-0005	46	PRRT_kwDOR3YK5M6V3PUs	1219	2026-08-03T04:43:53Z	false	src/gallium/auxiliary/draw/tests/draw_output_location_semantic_test.c	2	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1219#discussion_r3701364377	superseded	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
draw-nir-scan-discovery-provenance	P1	draw	draw-nir-scan-discovery-provenance	The output-location comment names all seven direct NIR scan functions and the exact fixed-string query, and every discovered call passes needs_texcoord_semantic as true	closed	Does merged main still exhibit draw-nir-scan-discovery-provenance?	Run the recorded fixed-string query and verify each listed call passes true	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/draw/draw_context.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 46 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	The load-bearing scan invariant remains impossible to reproduce from its durable comment	merged-review-thread-closure-batch-0005	47	PRRT_kwDOR3YK5M6V3PUx	1219	2026-08-03T04:43:53Z	false	src/gallium/auxiliary/draw/draw_context.c	614	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1219#discussion_r3701364381	fixed	60c34e778d475469fae20e0714de79464bc42136	resolved
draw-texcoord-semantic-comment	P2	draw	draw-texcoord-semantic-comment	The oracle comments define separate mappings from VAR0 plus n to GENERIC n and TEX0 plus n to TEXCOORD n, and the assertions require those pairs across both complete ranges	closed	Does merged main still exhibit draw-texcoord-semantic-comment?	Run draw-output-location-semantic and inspect the complete VAR and TEX loops	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/draw/tests/draw_output_location_semantic_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 47 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	Durable prose continues to contradict tgsi_get_gl_varying_semantic and the TEX assertions	merged-review-thread-closure-batch-0005	48	PRRT_kwDOR3YK5M6V3PUz	1219	2026-08-03T04:43:53Z	false	src/gallium/auxiliary/draw/tests/draw_output_location_semantic_test.c	15	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1219#discussion_r3701364384	fixed	60c34e778d475469fae20e0714de79464bc42136	resolved
radeon-drm-info-result-width	P2	radeon-drm-vk	radeon-drm-info-result-width	DRM_RADEON_INFO requests are classified by kernel ABI layout and routed through typed u32, u64, or exact-array wrappers that reject mismatches before ioctl and copy caller output only after success	closed	Does merged main still exhibit radeon-drm-info-result-width?	Run the complete 39-request host matrix with wrong-wrapper, count-boundary, canary, null, unknown, and ioctl-failure cases	offline-source-history	mesa-26-gororoba	src/amd/radeon/drm_vk/meson.build;src/amd/radeon/drm_vk/radeon_drm_vk_device.c;src/amd/radeon/drm_vk/radeon_drm_vk_device.h;src/amd/radeon/drm_vk/tests/radeon_drm_vk_device_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 48 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A valid 64-bit RADEON_INFO request can write eight bytes through a four-byte stack object	merged-review-thread-closure-batch-0005	49	PRRT_kwDOR3YK5M6Wgag8	1224	2026-08-05T00:18:53Z	false	src/amd/radeon/drm_vk/radeon_drm_vk_device.c	70	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1224#discussion_r3717069784	fixed	b058622f9f395c151befc9c0294230cd383815d6	resolved
