"thread_id"	"thread_created_at"	"review_url"	"review_path"	"original_line"	"claim_heading"	"status_at_capture"	"falsifier"
"PRRT_kwDOR3YK5M6Zdt0l"	"2026-08-15T03:18:58Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1610#discussion_r3788355052"	"src/amd/r300/vulkan/tests/r3v_native_attended_float2_tuple.c"	"2"	"add real copyright lines to every new file"	"superseded-on-main"	"A verified legal holder requires attribution across the named new files under the current policy."
"PRRT_kwDOR3YK5M6Zdt0n"	"2026-08-15T03:18:58Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1610#discussion_r3788355054"	"src/amd/r300/vulkan/tests/r3v_native_attended_float2_tuple.c"	"356"	"reserve every readback artifact before submission"	"repair-required"	"Every final artifact name is reserved before the hazardous boundary and an EEXIST fixture prevents submission."
"PRRT_kwDOR3YK5M6ZjF1o"	"2026-08-15T22:10:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1616#discussion_r3790371004"	"src/amd/r300/vulkan/tests/r3v_native_float2_tuple_cell_harness.c"	"240"	"respect the configured temporary directory"	"repair-required"	"The harness creates its private directory below a configured TMPDIR."
"PRRT_kwDOR3YK5M6Zjitu"	"2026-08-15T23:53:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1618#discussion_r3790537354"	"src/amd/r300/common/r300_pm4_builder.c"	"143"	"accept the full 24 bit vertex index range"	"repair-required"	"The builder and first-draw resolver accept 0xffffff and reject 0x1000000."
"PRRT_kwDOR3YK5M6Zj7c7"	"2026-08-16T01:30:51Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1619#discussion_r3790681005"	"src/amd/r300/common/r300_r2vb_fetch_pass.c"	"52"	"reject 65 536 vertices before encoding the draw"	"repair-required"	"The exact 65536 boundary is rejected before encoding while 65535 remains accepted."
"PRRT_kwDOR3YK5M6Zj8uP"	"2026-08-16T01:35:54Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1620#discussion_r3790688234"	"src/amd/r300/common/r300_r2vb_target_state.c"	"14"	"accept the full 13 bit scissor extent domain"	"repair-required"	"The supported 4096-wide layout emits an encodable scissor and the first unencodable coordinate fails."
"PRRT_kwDOR3YK5M6Zj9sd"	"2026-08-16T01:39:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1621#discussion_r3790693880"	"src/amd/r300/common/r300_pm4_compose.c"	"57"	"reject writers aliased through the role map"	"repair-required"	"Two writing roles mapped to one chunk are rejected as multiple owners."
"PRRT_kwDOR3YK5M6Zj9sf"	"2026-08-16T01:39:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1621#discussion_r3790693882"	"src/amd/r300/common/r300_pm4_compose.c"	"82"	"reject relocation indexes that overflow the payload"	"repair-required"	"UINT32_MAX divided by four is accepted and the next chunk index returns EOVERFLOW before copying."
"PRRT_kwDOR3YK5M6Zj9sg"	"2026-08-16T01:39:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1621#discussion_r3790693883"	"src/amd/r300/common/r300_pm4_compose.h"	"37"	"ground the kernel resolution claim in its source"	"repair-required"	"The comment names the authoritative kernel parser and a reproducible symbol search."
"PRRT_kwDOR3YK5M6Zj9si"	"2026-08-16T01:39:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1621#discussion_r3790693885"	"src/amd/r300/common/r300_pm4_compose.c"	"45"	"reject duplicate descriptors for one relocation payload"	"repair-required"	"Two descriptors naming one dword index are rejected before the copy pass."
"PRRT_kwDOR3YK5M6ZkBxx"	"2026-08-16T01:56:02Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1622#discussion_r3790717204"	"src/amd/r300/common/tests/r300_r2vb_reingest_compose_parity_test.c"	"109"	"compare relocation domains in the parity verdict"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZkUvF"	"2026-08-16T03:13:19Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1623#discussion_r3790825857"	"docs/hardware/r3v-native-attended-float2-tuple-procedure.md"	"122"	"correct the three dword delta description"	"repair-required"	"The note accounts separately for the first-draw MIN pair and the widened MAX/MIN run."
"PRRT_kwDOR3YK5M6Zm_Mk"	"2026-08-16T13:16:49Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1624#discussion_r3791831680"	"src/amd/r300/common/tests/r300_r2vb_reingest_compose_parity_test.c"	"116"	"replace the deictic uma target with exact chip identity"	"repair-required"	"The comment names RS482 explicitly or binds the assertion only to the DRM domain constant."
"PRRT_kwDOR3YK5M6ZpvmL"	"2026-08-16T21:38:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1626#discussion_r3792879568"	"src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c"	"92"	"reuse the failed sequence number for abort"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZpvmN"	"2026-08-16T21:38:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1626#discussion_r3792879570"	"src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c"	"219"	"require a fresh enter read before every submission"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZpvmP"	"2026-08-16T21:38:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1626#discussion_r3792879572"	"src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c"	"24"	"reject malformed json fields before formatting"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZpvmS"	"2026-08-16T21:38:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1626#discussion_r3792879575"	"src/amd/r300/vulkan/tests/r3v_native_status_load_machine_test.c"	"368"	"fail calibration when transcript writes fail"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZpvmV"	"2026-08-16T21:38:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1626#discussion_r3792879578"	"src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c"	"253"	"retain the carrier before aborting on a mismatch"	"unassessed"	""
"PRRT_kwDOR3YK5M6Zpwd7"	"2026-08-16T21:40:51Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1627#discussion_r3792884541"	"src/gallium/drivers/r300/r300_screen.c"	"758"	"record discovery for the callback flow claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZqoN-"	"2026-08-17T00:33:28Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1630#discussion_r3793211490"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"675"	"preserve evidence separately for every serial submission"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZqoN_"	"2026-08-17T00:33:28Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1630#discussion_r3793211491"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"198"	"validate the sampler protocol envelope before arming"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZrX1D"	"2026-08-17T02:35:30Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1631#discussion_r3793497160"	"src/amd/r300/vulkan/tests/r3v_native_serial_cell_harness.c"	"127"	"derive the harness directory from an explicit root"	"repair-required"	"The harness creates its directory below an explicit configured temporary root."
"PRRT_kwDOR3YK5M6ZrX1F"	"2026-08-17T02:35:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1631#discussion_r3793497163"	"src/amd/r300/vulkan/r3v_native_queue.c"	"807"	"attach symbol discovery to the arming claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZrX1I"	"2026-08-17T02:35:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1631#discussion_r3793497167"	"src/amd/r300/vulkan/r3v_native_queue.c"	"814"	"bind semantic retention to the submitted cell"	"unassessed"	""
"PRRT_kwDOR3YK5M6ZrX1K"	"2026-08-17T02:35:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1631#discussion_r3793497170"	"src/amd/r300/vulkan/r3v_native_queue.c"	"923"	"distinguish refused attempts from admissions"	"unassessed"	""
"PRRT_kwDOR3YK5M6Zsg50"	"2026-08-17T05:06:54Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1633#discussion_r3793931168"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"745"	"stop waiting when the sampler has already stopped"	"unassessed"	""
"PRRT_kwDOR3YK5M6Zsg5y"	"2026-08-17T05:06:54Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1633#discussion_r3793931165"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"745"	"place the census gate immediately before submission"	"unassessed"	""
"PRRT_kwDOR3YK5M6Zs0iX"	"2026-08-17T05:42:11Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1634#discussion_r3794048564"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"456"	"verify the sampler mode before declaring census absence"	"unassessed"	""
"PRRT_kwDOR3YK5M6Zs0iZ"	"2026-08-17T05:42:12Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1634#discussion_r3794048569"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"749"	"synchronize both control legs on the same barrier"	"unassessed"	""
"PRRT_kwDOR3YK5M6Z6OR5"	"2026-08-17T22:08:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1635#discussion_r3799168324"	"src/gallium/drivers/r300/r300_r2vb.c"	"1"	"restore the truncated gallium r300 r2vb source"	"unassessed"	""
"PRRT_kwDOR3YK5M6Z6OR9"	"2026-08-17T22:08:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1635#discussion_r3799168328"	"src/amd/r300/vulkan/r3v_pipeline.c"	"1"	"restore the truncated r3v pipeline source"	"unassessed"	""
"PRRT_kwDOR3YK5M6Z6OSA"	"2026-08-17T22:08:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1635#discussion_r3799168333"	"src/gallium/drivers/r300/ci/gitlab-ci-inc.yml"	"16"	"include the relocated gallium tests in r300 ci rules"	"unassessed"	""
"PRRT_kwDOR3YK5M6aUhQv"	"2026-08-19T01:40:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1638#discussion_r3809414970"	"src/amd/r300/compiler/r300_r2vb_nir.c"	"186"	"restore the restager symbol discovery record"	"repair-required"	"The comment names a repository-relative command that locates the restager and its passes."
"PRRT_kwDOR3YK5M6aUw6Y"	"2026-08-19T02:04:19Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1639#discussion_r3809511892"	"src/amd/r300/common/r300_pm4_builder.c"	"173"	"reserve the complete immediate draw before writing its prefix"	"repair-required"	"A one-dword-short destination preserves both the prior words and builder count unchanged."
"PRRT_kwDOR3YK5M6aV-cR"	"2026-08-19T04:12:56Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1641#discussion_r3809991210"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1010"	"keep transcript i o outside timed transport intervals"	"unassessed"	""
"PRRT_kwDOR3YK5M6aV-cS"	"2026-08-19T04:12:56Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1641#discussion_r3809991213"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"362"	"perform the status query inside its labeled interval"	"unassessed"	""
"PRRT_kwDOR3YK5M6aV-cU"	"2026-08-19T04:12:56Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1641#discussion_r3809991215"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"230"	"validate protocol identity before retaining the datagram"	"unassessed"	""
"PRRT_kwDOR3YK5M6aftQZ"	"2026-08-19T14:14:03Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1643#discussion_r3813763066"	"src/amd/r300/cpu/r300_cpu_vertex_job.c"	"179"	"force separate dp4 multiply and add roundings"	"unassessed"	""
"PRRT_kwDOR3YK5M6aftQk"	"2026-08-19T14:14:03Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1643#discussion_r3813763080"	"src/amd/r300/cpu/r300_cpu_vertex_job.c"	"21"	"decode gathered lanes from little endian bytes"	"unassessed"	""
"PRRT_kwDOR3YK5M6aftQu"	"2026-08-19T14:14:03Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1643#discussion_r3813763093"	"src/amd/r300/cpu/r300_cpu_vertex_job.c"	"129"	"preserve 64 bit vertex indices across the loop"	"unassessed"	""
"PRRT_kwDOR3YK5M6agIl-"	"2026-08-19T14:33:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1644#discussion_r3813928240"	"src/amd/r300/compiler/r300_vertex_job_nir.h"	"19"	"add the discovery method for the all consumer claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6agIl4"	"2026-08-19T14:33:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1644#discussion_r3813928232"	"src/amd/r300/compiler/r300_vertex_job_nir.c"	"203"	"preserve fused semantics when lowering ffma"	"unassessed"	""
"PRRT_kwDOR3YK5M6agImF"	"2026-08-19T14:33:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1644#discussion_r3813928248"	"src/amd/r300/vulkan/r3v_native_cell.c"	"462"	"describe computed positions in the viewport contract"	"unassessed"	""
"PRRT_kwDOR3YK5M6ahapL"	"2026-08-19T15:35:07Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1646#discussion_r3814423871"	"src/amd/r300/cpu/r300_cpu_vertex_job.c"	"274"	"define nan propagation before asserting bit identity"	"unassessed"	""
"PRRT_kwDOR3YK5M6ahkG-"	"2026-08-19T15:41:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1647#discussion_r3814479965"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"730"	"cite the transport claim s symbol discovery path"	"unassessed"	""
"PRRT_kwDOR3YK5M6ahkHF"	"2026-08-19T15:41:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1647#discussion_r3814479975"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"740"	"validate the nonce before consuming authorization"	"unassessed"	""
"PRRT_kwDOR3YK5M6ahkHN"	"2026-08-19T15:41:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1647#discussion_r3814479988"	"src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c"	"743"	"retain preparation failures in the outcome"	"unassessed"	""
"PRRT_kwDOR3YK5M6ajnPC"	"2026-08-19T17:31:25Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1648#discussion_r3815282988"	"src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c"	"480"	"derive the evidence directory from an explicit root"	"unassessed"	""
"PRRT_kwDOR3YK5M6ajnPI"	"2026-08-19T17:31:25Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1648#discussion_r3815282998"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c"	"64"	"add discovery provenance to the float 4 fetch claim"	"repair-required"	"The comment names the owning register contract and a command that locates it."
"PRRT_kwDOR3YK5M6ajnPN"	"2026-08-19T17:31:25Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1648#discussion_r3815283005"	"src/amd/r300/common/tests/run_r2vb_float2_tuple_burst_replay.sh"	"149"	"rename the replay tooling to describe both fetch widths"	"repair-required"	"Durable tool names describe both fetch widths or each width has a separately named tool."
"PRRT_kwDOR3YK5M6ao044"	"2026-08-19T22:52:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1651#discussion_r3817323868"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1387"	"mark the transport completed before returning the verdict"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao04o"	"2026-08-19T22:52:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1651#discussion_r3817323843"	"src/amd/r300/vulkan/r3v_native_cell.c"	"645"	"apply the viewport transform before emitting producer records"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao04s"	"2026-08-19T22:52:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1651#discussion_r3817323849"	"src/amd/r300/vulkan/r3v_native_cell.c"	"703"	"defer command buffer mutation until carrier mapping succeeds"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao04y"	"2026-08-19T22:52:42Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1651#discussion_r3817323858"	"src/amd/r300/vulkan/r3v_native_cell.c"	"785"	"propagate observed carrier retention failures"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao71J"	"2026-08-19T23:00:53Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1652#discussion_r3817367141"	"src/amd/r300/vulkan/tests/r3v_native_separation_audit.py"	"72"	"handle elif when tracking native active regions"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao71M"	"2026-08-19T23:00:53Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1652#discussion_r3817367144"	"src/amd/r300/vulkan/tests/r3v_native_separation_audit.py"	"150"	"parse split include directory arguments"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao71N"	"2026-08-19T23:00:53Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1652#discussion_r3817367147"	"src/amd/r300/vulkan/tests/r3v_native_separation_audit.py"	"180"	"reject artifacts without a dynamic section"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao71O"	"2026-08-19T23:00:53Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1652#discussion_r3817367148"	"src/amd/r300/vulkan/r3v_physical_device.c"	"30"	"attach a discovery method to the header origin claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6ao71S"	"2026-08-19T23:00:53Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1652#discussion_r3817367155"	"src/amd/r300/vulkan/meson.build"	"414"	"give the pipe format provenance one canonical home"	"unassessed"	""
"PRRT_kwDOR3YK5M6bF0Bc"	"2026-08-21T08:31:32Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1673#discussion_r3828686140"	"src/amd/r300/cpu/r300_cpu_compute_job.c"	"52"	"preserve the shader s x only invocation domain"	"repair-required"	"Validation confines local and group Y/Z to one or execution follows the shader's actual indexing."
"PRRT_kwDOR3YK5M6bF0Bq"	"2026-08-21T08:31:32Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1673#discussion_r3828686159"	"src/amd/r300/cpu/r300_cpu_compute_job.c"	"39"	"accept zero sized dispatches as no ops"	"repair-required"	"Every zero group-count axis returns success with zero invocations and touches no buffer."
"PRRT_kwDOR3YK5M6bF0B5"	"2026-08-21T08:31:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1673#discussion_r3828686179"	"src/amd/r300/common/r300_compute_spirv.c"	"456"	"check instruction length before reading operands"	"unassessed"	""
"PRRT_kwDOR3YK5M6bF0Bw"	"2026-08-21T08:31:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1673#discussion_r3828686166"	"src/amd/r300/cpu/r300_cpu_compute_job.c"	"81"	"permit identical input and output descriptor ranges"	"repair-required"	"An exact alias succeeds for identity while partial order-dependent overlaps still fail."
"PRRT_kwDOR3YK5M6bGNq5"	"2026-08-21T08:53:41Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1674#discussion_r3828839395"	"src/amd/r300/common/r300_vertex_spirv.c"	"716"	"keep the position store as the final emitted instruction"	"unassessed"	""
"PRRT_kwDOR3YK5M6bGNqz"	"2026-08-21T08:53:41Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1674#discussion_r3828839382"	"src/amd/r300/common/r300_vertex_spirv.c"	"333"	"validate instruction length before reading operands"	"unassessed"	""
"PRRT_kwDOR3YK5M6bGb9D"	"2026-08-21T09:05:30Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1674#discussion_r3828927258"	"src/amd/r300/common/r300_vertex_spirv.c"	"359"	"match opentrypoint s name before admitting the stage"	"unassessed"	""
"PRRT_kwDOR3YK5M6bXPWo"	"2026-08-22T07:02:40Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1681#discussion_r3835466954"	"src/amd/r300/common/tests/fixtures/r300_common_boundary_known_bad_object.c"	"8"	"declare the known bad fixture entry point"	"fixed-on-main"	"A warning-clean build still reports a missing prototype for the fixture entry point."
"PRRT_kwDOR3YK5M6bXyZt"	"2026-08-22T09:04:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1687#discussion_r3835674969"	"src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py"	"369"	"verify that each basis consumes the candidate"	"unassessed"	""
"PRRT_kwDOR3YK5M6bXyZv"	"2026-08-22T09:04:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1687#discussion_r3835674972"	"src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py"	"224"	"include shared loader files in the retirement scope"	"unassessed"	""
"PRRT_kwDOR3YK5M6bblRq"	"2026-08-22T22:00:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1698#discussion_r3837116726"	"meson.options"	"923"	"enable the surviving backend in every ati r300 build"	"fixed-on-main"	"An ati_r300 profile configures successfully without producing libvulkan_r3v.so and its ICD manifest."
"PRRT_kwDOR3YK5M6bdQpE"	"2026-08-23T05:04:41Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1715#discussion_r3837747220"	"docs/hardware/r3v-native-attended-cell-procedure.md"	"121"	"nitpick the statement that the suites run with r3v native manifest dir withheld is false for the r3v native float2 tuple cell external manifest ignored test its meson test definition explicitly sets r3v native manifest dir to meson curren"	"unassessed"	""
"PRRT_kwDOR3YK5M6bepfU"	"2026-08-23T10:26:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1726#discussion_r3838273263"	"src/amd/r300/vulkan/r3v_native_queue.c"	"795"	"clear compute route classification on host only submits"	"unassessed"	""
"PRRT_kwDOR3YK5M6bij-s"	"2026-08-23T22:25:43Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1744#discussion_r3839759693"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1222"	"apply query transitions on prepared submissions"	"unassessed"	""
"PRRT_kwDOR3YK5M6bimU5"	"2026-08-23T22:32:15Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1746#discussion_r3839773176"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1229"	"handle event operations on prepared submissions"	"unassessed"	""
"PRRT_kwDOR3YK5M6bwuq0"	"2026-08-24T15:56:46Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1756#discussion_r3845178814"	"src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pins.tsv"	"10"	"pin the two gtt geometry rows consumed by the model"	"fixed-on-main"	"Changing either consumed geometry row leaves the pin check green."
"PRRT_kwDOR3YK5M6b1p5-"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090298"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"480"	"refuse to grade mismatched source identities"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6C"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090306"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"389"	"fail runs that report a late framework abort"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6J"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090316"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"312"	"keep incomplete case records non passing"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6O"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090320"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"435"	"require a fresh output directory before parsing artifacts"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6S"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090325"	"src/amd/r300/vulkan/tests/r3v_conformance_runner_fixture_info.qpa"	"8"	"remove the local absolute path from the fixture"	"repair-required"	"The fixture retains the session-field shape with a neutral or repository-relative log path."
"PRRT_kwDOR3YK5M6b1p6V"	"2026-08-24T20:12:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090328"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"233"	"verify that the drm shim preload actually succeeded"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6Z"	"2026-08-24T20:12:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090335"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"292"	"reject duplicate case records in the qpa log"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6m"	"2026-08-24T20:12:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090348"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"71"	"record environment variables that select runtime identity"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6r"	"2026-08-24T20:12:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090356"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"257"	"preserve repeated dmesg events in the run delta"	"unassessed"	""
"PRRT_kwDOR3YK5M6b1p6x"	"2026-08-24T20:12:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1761#discussion_r3847090362"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"541"	"require the qpa session identity fields"	"unassessed"	""
"PRRT_kwDOR3YK5M6b3cjS"	"2026-08-24T21:55:46Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1767#discussion_r3847791283"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"113"	"enforce each slice s required evidence class"	"unassessed"	""
"PRRT_kwDOR3YK5M6b3ziV"	"2026-08-24T22:18:59Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1767#discussion_r3847933055"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"98"	"require hazard identity before launching an ad hoc run"	"unassessed"	""
